x y z sxx syy szz sxy sxz syz pp
1295.79 885.667 1765.66 -1.27517e+06 -1.1241e+06 -970861 -150565 -351460 53781.2 0
1296.4 882.617 1761.67 -1.21266e+06 -1.06665e+06 -1.0428e+06 -152944 -329133 19323.3 0
1295.22 884.29 1769.02 -1.36638e+06 -1.20394e+06 -925181 -131950 -345661 59075.7 0
1297.5 887.5 1767.66 -1.32458e+06 -1.18949e+06 -928732 -120665 -344707 68046.1 0
1296.44 886.277 1767.92 -1.34474e+06 -1.16226e+06 -914419 -122431 -338920 54117.3 0
1297.48 886.386 1763.16 -1.26243e+06 -1.09888e+06 -983165 -144451 -323396 23108.8 0
1297.48 883.619 1768.99 -1.3613e+06 -1.18359e+06 -920248 -130388 -327781 66587.3 0
1295.62 887.253 1763.61 -1.27936e+06 -1.14574e+06 -1.04416e+06 -147942 -342865 35972.4 0
1298.65 885.886 1761.07 -1.22253e+06 -1.06137e+06 -1.02953e+06 -163172 -302065 24460.2 0
1298.61 882.167 1763.89 -1.24644e+06 -1.08154e+06 -970809 -134698 -311830 33809.3 0
1295.84 886.735 1760.9 -1.20243e+06 -1.06801e+06 -1.04028e+06 -170312 -327453 21186.6 0
1296.04 887.374 1761.15 -1.20986e+06 -1.0855e+06 -1.04931e+06 -166257 -325285 29085.6 0
1296.8 887.164 1768.28 -1.36479e+06 -1.20897e+06 -932024 -127429 -337023 70046.7 0
1297.51 887.064 1760.87 -1.19498e+06 -1.05117e+06 -1.01925e+06 -165459 -337023 18005.5 0
1298.14 887.855 1768.37 -1.36902e+06 -1.21299e+06 -915071 -130757 -328345 74753.8 0
1296.54 886.48 1762.65 -1.23237e+06 -1.08418e+06 -1.00171e+06 -156742 -353793 29270.2 0
1296.17 882.886 1769.38 -1.35788e+06 -1.18459e+06 -931075 -135927 -336416 68223.8 0
1297.39 886.487 1760.97 -1.18752e+06 -1.04196e+06 -1.01246e+06 -157117 -334051 29802.3 0
1298.87 883.241 1751.97 -1.34423e+06 -1.20717e+06 -1.32925e+06 -64143.6 -348276 50950.4 0
1298.72 882.166 1758.19 -1.03313e+06 -956001 -1.01946e+06 -64038 -280207 31220.7 0
1297.39 882.162 1749.6 -1.35549e+06 -1.35083e+06 -1.70202e+06 -43347.6 -326402 155536 0
1297.43 882.057 1749.5 -1.22122e+06 -1.28468e+06 -1.62145e+06 -74026.9 -324102 138707 0
1298.57 886.504 1751.59 -1.13691e+06 -1.09027e+06 -1.39811e+06 -73810.2 -277586 101031 0
1297.24 884.2 1749.14 -1.40907e+06 -1.35565e+06 -1.45932e+06 -123957 25554.8 123877 0
1298.84 883.976 1759.15 -922095 -886250 -939008 -69112.8 -250947 20937.7 0
1298.36 884.03 1758.82 -1.18138e+06 -1.09575e+06 -1.17052e+06 -89038.1 -313329 19087 0
1296.57 886.581 1756.93 -1.05116e+06 -1.00382e+06 -1.09578e+06 -67535.5 -289687 23109.2 0
1297.76 885.175 1755.4 -1.11721e+06 -1.0396e+06 -1.10787e+06 -70395.3 -281510 43399.9 0
1295.51 884.974 1751.58 -1.20205e+06 -1.14669e+06 -1.13865e+06 -75670.2 -283588 30932.4 0
1296.18 885.106 1747.74 -1.38806e+06 -987503 -1.01922e+06 -74976.1 -470525 12178.3 0
1296.51 886.206 1748.62 -1.61514e+06 -1.12001e+06 -924728 -163725 -74982.6 79124.4 0
1298.9 887.23 1750.43 -986989 -1.05699e+06 -1.67324e+06 -56256.6 -218341 126966 0
1296.59 887.639 1756.04 -1.15866e+06 -1.08169e+06 -1.17044e+06 -76455.4 -306207 21581.7 0
1295.71 886.792 1752.3 -1.26057e+06 -1.14525e+06 -1.14142e+06 -80671.2 -287674 34819.1 0
1297.54 885.492 1749.76 -1.01936e+06 -1.20838e+06 -1.3363e+06 -77918.5 -95895.3 167535 0
1296.54 886.064 1748.7 -1.59539e+06 -1.16325e+06 -927434 -148656 -68495.2 85258.7 0
1297.67 884.284 1751.34 -1.22171e+06 -1.19973e+06 -1.28914e+06 -49497.5 -284637 84876.9 0
1296.85 886.123 1748.75 -1.68801e+06 -1.26845e+06 -1.05081e+06 -200279 41834.6 83424.3 0
1297.74 882.407 1750.53 -1.22359e+06 -1.09571e+06 -1.42262e+06 -51652.6 -464237 82749.1 0
1296.8 885.635 1750.58 -1.14175e+06 -1.14802e+06 -1.23644e+06 -61898.3 -180441 81438.7 0
1295.3 886.21 1749.31 -1.26211e+06 -1.13648e+06 -1.034e+06 -79451.3 -265832 15001.4 0
1298.74 884.439 1751.22 -1.09903e+06 -1.05224e+06 -1.22262e+06 -51006 -296152 75209.7 0
1297.66 883.863 1751.18 -1.27452e+06 -1.20944e+06 -1.3762e+06 -53969.5 -317794 80223.8 0
1296.7 886.211 1758.11 -1.05911e+06 -1.00706e+06 -1.09868e+06 -65334.2 -296170 24853.4 0
1298.37 886.481 1751.54 -1.07415e+06 -1.04093e+06 -1.34812e+06 -73566.3 -201345 99308.5 0
1296.93 882.872 1750.61 -1.19683e+06 -1.19337e+06 -1.27456e+06 -50271.4 -217748 69939.5 0
1295.73 882.564 1755.82 -1.14634e+06 -1.10527e+06 -1.20249e+06 -68655.5 -313959 29076.7 0
1297.92 882.34 1750.44 -1.29098e+06 -1.14842e+06 -1.41892e+06 -12826.4 -361373 106987 0
1296.21 883.861 1748.83 -1.21454e+06 -1.0082e+06 -896665 -115423 -288356 34990 0
1296.99 882.732 1750.79 -1.18547e+06 -1.16411e+06 -1.2804e+06 -52858.3 -219882 63434.2 0
1295.76 886.479 1752.44 -1.27689e+06 -1.16142e+06 -1.16323e+06 -80075.9 -289956 48101.8 0
1297.21 887.307 1749.29 -1.11524e+06 -1.13658e+06 -1.12333e+06 -155221 171079 102801 0
1298.46 884.624 1758.71 -1.11324e+06 -1.03439e+06 -1.1245e+06 -53538 -308407 32551.2 0
1296.01 882.528 1747.72 -1.54044e+06 -1.33343e+06 -1.36801e+06 -107741 -634587 -50694.6 0
1298.55 886.946 1750.44 -903583 -995714 -1.69468e+06 -160807 -153919 258690 0
