zid x y z sxx syy szz sxy sxz syz
90257 1299.17 853.194 1726.27 -1.4295e+06 -1.54034e+06 -2.67311e+06 -234125 -369360 89752.1
90286 1433.82 793.82 1764.77 -1.20911e+06 -1.72479e+06 -3.48165e+06 -163894 -416332 128110
90313 1404.4 861.36 1728.55 -1.63078e+06 -2.25454e+06 -4.00111e+06 -141941 -450452 157494
90340 1409.59 956.874 1702.95 -1.88607e+06 -2.80352e+06 -4.67524e+06 51446.5 -481044 211385
90367 1311.22 794.127 1772.18 -870610 -879620 -1.93489e+06 -170244 -311623 75142.3
90398 1420.25 1035.05 1735.9 -1.15126e+06 -2.04145e+06 -4.24512e+06 155167 -426092 188773
90429 1414.43 840.013 1723 -1.84732e+06 -2.46245e+06 -4.31584e+06 -158175 -473274 179014
90460 1380.28 834.231 1764.31 -938933 -1.35989e+06 -2.69187e+06 -170946 -371484 84369.5
90487 1210.19 1020.05 1680.66 -1.54585e+06 -1.6528e+06 -2.43098e+06 -319103 -434049 43991.7
90515 1352.81 844.066 1722.44 -1.65998e+06 -1.99229e+06 -3.49696e+06 -219040 -431298 140722
90544 1293 775.14 1746.6 -1.34581e+06 -1.26087e+06 -2.55992e+06 -158691 -330400 100157
90576 1431.59 1036.4 1698.86 -1.94905e+06 -2.99625e+06 -5.23902e+06 119796 -429277 282574
90612 1204.96 983.273 1690.03 -1.48347e+06 -1.48499e+06 -2.07147e+06 -363701 -422161 35915
90643 1295.73 899.107 1715.16 -1.42049e+06 -1.66455e+06 -2.69134e+06 -235739 -398614 86347
90683 1360.81 830.259 1735.18 -1.45061e+06 -1.79392e+06 -3.262e+06 -214962 -396959 119347
90720 1346.62 789.743 1732.53 -1.58712e+06 -1.82382e+06 -3.3563e+06 -221959 -404399 141163
90748 1311.03 910.784 1728.21 -1.20163e+06 -1.54534e+06 -2.52426e+06 -205065 -390280 77730.2
90777 1415.78 877.031 1731.34 -1.54511e+06 -2.25619e+06 -4.05141e+06 -94094.9 -450930 153035
90806 1262.78 885.813 1711.34 -1.49054e+06 -1.58587e+06 -2.50243e+06 -286541 -389503 80484.7
90841 1257.11 810.115 1763.01 -941967 -643131 -1.45947e+06 -194259 -288076 53284.3
90882 1434.86 843.151 1720.63 -1.89042e+06 -2.64305e+06 -4.61032e+06 -124484 -467161 187363
90911 1409.51 909.833 1708.21 -1.93012e+06 -2.74031e+06 -4.57023e+06 -51315.6 -488732 192329
90951 1318.97 831.43 1752.76 -1.10694e+06 -1.22228e+06 -2.32467e+06 -211495 -343754 88781.4
90986 1284.35 778.561 1761.35 -1.08299e+06 -927432 -2.02809e+06 -145104 -307301 70289.4
91020 1239.59 958.935 1709.53 -1.27453e+06 -1.39232e+06 -2.01489e+06 -333159 -385110 21531.5
91047 1230.31 934.534 1702.5 -1.37385e+06 -1.43205e+06 -2.05934e+06 -339747 -391105 39979.4
91078 1433.89 854.663 1749.9 -1.32754e+06 -2.00297e+06 -3.81811e+06 -89782 -440287 135211
91104 1404.9 986.62 1696.07 -2.09639e+06 -2.92399e+06 -5.0047e+06 56602.4 -483402 238657
91137 1224.45 853.9 1738.33 -1.09932e+06 -827863 -1.44259e+06 -247227 -284981 50072.7
91167 1442.49 780.355 1771.04 -1.07598e+06 -1.66947e+06 -3.41667e+06 -181635 -384338 121836
91199 1407.38 906.209 1711.16 -1.84122e+06 -2.63636e+06 -4.45269e+06 -61406.7 -483765 184090
91227 1157.44 803.602 1728.41 -1.40134e+06 -756850 -1.52313e+06 -288946 -220729 48645.7
91256 1335.01 868.17 1760.44 -921475 -1.1442e+06 -2.15734e+06 -217576 -364560 69464.9
91292 1196.01 955.541 1687.18 -1.54068e+06 -1.50711e+06 -2.0332e+06 -400700 -392475 20569.6
91327 1217.31 1021.41 1712.02 -1.13981e+06 -1.16019e+06 -1.82702e+06 -250920 -428808 15271.3
91356 1283.36 902.3 1737.77 -1.06771e+06 -1.24735e+06 -1.96925e+06 -254313 -340685 63398.7
91391 1273.71 982.468 1729.56 -1.13247e+06 -1.34181e+06 -2.27523e+06 -259314 -412087 23221.8
91415 1440.55 819.809 1728.59 -1.83352e+06 -2.54457e+06 -4.52097e+06 -140213 -456060 183492
91455 1205.68 988.138 1689.96 -1.50971e+06 -1.48765e+06 -2.10518e+06 -379665 -428840 31577.9
91490 1334.8 813.457 1723.07 -1.66127e+06 -1.902e+06 -3.36154e+06 -237831 -401366 128073
91522 1430.42 775.458 1755.92 -1.40496e+06 -1.92071e+06 -3.71217e+06 -194984 -399677 146557
91562 1292.85 799.83 1754.25 -1.13191e+06 -1.08847e+06 -2.19015e+06 -175422 -326356 76139.7
91591 1325.74 930.588 1714.12 -1.38715e+06 -1.91821e+06 -3.06024e+06 -145456 -427398 102736
91628 1167.37 853.423 1717.24 -1.4156e+06 -938929 -1.54247e+06 -337051 -264243 56687.1
91663 1412.95 869.301 1732.07 -1.58527e+06 -2.25833e+06 -4.01589e+06 -112418 -457596 150987
91691 1318.24 991.405 1705.29 -1.66462e+06 -2.09448e+06 -3.70403e+06 -103822 -463623 118105
91719 1359.07 885.666 1722.56 -1.53809e+06 -2.04516e+06 -3.50555e+06 -162746 -430560 119784
91763 1331.5 881.769 1710.2 -1.70079e+06 -2.07002e+06 -3.38832e+06 -188428 -446381 134294
91798 1371.37 783.216 1750.16 -1.33133e+06 -1.61808e+06 -3.13016e+06 -212673 -384019 122348
91827 1152.4 766.216 1731.52 -1.45506e+06 -788689 -1.61941e+06 -256379 -191894 30653.4
91861 1344.91 917.564 1711.68 -1.5563e+06 -2.14985e+06 -3.44695e+06 -143309 -441947 119047
91891 1437.34 974.785 1716.72 -1.73249e+06 -2.69482e+06 -4.81204e+06 129085 -450004 231634
91923 1269.36 861.099 1709.53 -1.58952e+06 -1.64347e+06 -2.71825e+06 -249063 -363321 89402.9
91956 1288.83 861.606 1746.62 -1.07152e+06 -1.13199e+06 -1.98346e+06 -240642 -346580 66751.4
91992 1361.53 864.087 1711.79 -1.8188e+06 -2.29369e+06 -3.84646e+06 -199655 -442877 144085
92029 1398.24 822.745 1766.59 -1.00692e+06 -1.45332e+06 -2.92144e+06 -161899 -389863 103801
92058 1396.09 925.339 1718.7 -1.61507e+06 -2.39228e+06 -4.04875e+06 -35975 -464360 154641
92097 1311.77 953.966 1717.78 -1.26926e+06 -1.76741e+06 -2.8815e+06 -170737 -432661 101894
92132 1209.54 807.621 1726.7 -1.4521e+06 -968996 -1.86369e+06 -259392 -285394 54884.8
92171 1425.58 937.263 1704.26 -1.97304e+06 -2.90485e+06 -4.86789e+06 20648.5 -477927 213312
92200 1427.91 807.892 1759.33 -1.25303e+06 -1.81253e+06 -3.5271e+06 -154255 -410260 120940
92235 1239.8 1008.66 1692.13 -1.55768e+06 -1.67705e+06 -2.68682e+06 -240833 -443047 54864.9
92278 1262.88 793.787 1743.7 -1.30851e+06 -1.07508e+06 -2.15642e+06 -200442 -317949 76987.9
92313 1308.64 883.571 1731.81 -1.25224e+06 -1.50745e+06 -2.5152e+06 -222964 -381289 89853.1
92345 1298.42 923.337 1739.94 -955267 -1.3032e+06 -1.97608e+06 -216966 -390488 68897.4
92378 1329.09 981.612 1708.82 -1.62091e+06 -2.11482e+06 -3.68173e+06 -80262.9 -461626 122622
92403 1329.81 877.182 1714.57 -1.59043e+06 -1.94099e+06 -3.25763e+06 -211217 -431623 124815
92433 1359.33 776.964 1760.24 -1.13373e+06 -1.35604e+06 -2.75666e+06 -188799 -337240 101381
92462 1327.41 1009.58 1683.81 -2.17241e+06 -2.71855e+06 -4.54134e+06 -70734.5 -491126 189042
92499 1209.76 810.281 1721.4 -1.54669e+06 -1.09926e+06 -2.00257e+06 -253907 -293529 70268.2
92534 1413.38 956.269 1712.1 -1.739e+06 -2.69365e+06 -4.52897e+06 58712.4 -466493 190934
92570 1307.96 827.323 1751.74 -1.09848e+06 -1.16332e+06 -2.24703e+06 -221203 -337240 78765
92604 1315.98 773.6 1774.9 -897956 -884512 -2.05371e+06 -152058 -298130 78383.8
92633 1299.37 947.337 1734.87 -956096 -1.3757e+06 -2.14805e+06 -239869 -390070 45116.3
92668 1208.05 858.634 1725.6 -1.26117e+06 -964619 -1.55906e+06 -279836 -278477 37226.1
92694 1228.27 979.883 1708.28 -1.25362e+06 -1.30294e+06 -1.95677e+06 -317128 -393347 12908.2
92728 1233.53 844.155 1725.74 -1.31841e+06 -1.10715e+06 -1.93726e+06 -254791 -307603 58738.3
92766 1361.39 986.079 1693.17 -2.03466e+06 -2.64994e+06 -4.52662e+06 -14565.1 -485517 179551
92800 1192.01 831.222 1727.32 -1.36688e+06 -888274 -1.55667e+06 -279692 -265500 38968.4
92837 1382.98 887.514 1754.69 -1.02137e+06 -1.55507e+06 -2.95489e+06 -131579 -409435 87736.8
92880 1287.75 821.277 1747.23 -1.14539e+06 -1.14299e+06 -2.15512e+06 -199354 -313201 73722.4
92915 1306.63 800.641 1721.41 -1.69458e+06 -1.78661e+06 -3.18128e+06 -221238 -370840 114931
92942 1345.63 788.122 1775.97 -842044 -995011 -2.17058e+06 -192192 -321112 87823.7
92978 1405.17 901.02 1753.81 -1.04087e+06 -1.73252e+06 -3.29555e+06 -75694.8 -435545 97711.4
93011 1249.19 774.011 1726.03 -1.61264e+06 -1.29722e+06 -2.52921e+06 -211543 -319376 87672.1
93049 1382.29 919.044 1718.25 -1.58904e+06 -2.29493e+06 -3.86482e+06 -86690.4 -456305 147031
93081 1378.48 946.587 1749.76 -938857 -1.65814e+06 -2.96779e+06 -592.577 -445147 83574.7
93117 1232.05 829.865 1721.04 -1.54295e+06 -1.25491e+06 -2.17311e+06 -256143 -325588 76735.9
93152 1196.44 1020.15 1691.82 -1.37403e+06 -1.37564e+06 -1.94891e+06 -314306 -416404 1890.93
93184 1322.73 955.186 1718.92 -1.25071e+06 -1.80094e+06 -2.97469e+06 -117179 -455401 104728
93210 1425.44 836.045 1719.44 -1.90759e+06 -2.60119e+06 -4.51847e+06 -136871 -462119 180505
93253 1332.33 821.475 1769.51 -826918 -993784 -2.04367e+06 -224390 -317278 71581.1
93287 1343.76 871.667 1759.35 -924409 -1.25556e+06 -2.34969e+06 -201336 -373715 80121.4
93323 1430.92 875.129 1723.36 -1.78238e+06 -2.54832e+06 -4.47318e+06 -67068.1 -475236 168409
93356 1253.75 889.674 1709.26 -1.49788e+06 -1.5416e+06 -2.42236e+06 -278037 -391560 72847.5
93386 1294.61 895.248 1730.15 -1.23172e+06 -1.4292e+06 -2.32438e+06 -233749 -361915 80344.4
93423 1421.44 1043 1721.55 -1.44563e+06 -2.39342e+06 -4.57201e+06 135882 -425024 235922
93473 1231.65 853.242 1714.4 -1.51469e+06 -1.30939e+06 -2.167e+06 -292584 -322918 57831.7
93502 1441.32 940.48 1702.85 -2.04302e+06 -3.05443e+06 -5.12219e+06 44240.3 -463887 228962
93533 1319.2 871.438 1757.69 -909502 -1.09643e+06 -1.97514e+06 -222081 -348607 64424.4
93560 1301.03 1043.47 1714.76 -1.32449e+06 -1.72433e+06 -3.26995e+06 14335.8 -446301 83610.8
93603 1382.6 853.519 1727.78 -1.58616e+06 -2.10774e+06 -3.72632e+06 -183191 -436926 139480
93637 1409.38 771.045 1778.16 -906858 -1.31799e+06 -2.83548e+06 -185302 -356303 107101
93675 1210.09 820.628 1716 -1.5621e+06 -1.16181e+06 -2.06331e+06 -261628 -299454 64038.3
93721 1418.24 792.896 1768.49 -1.08814e+06 -1.5695e+06 -3.19841e+06 -182713 -396517 122418
93755 1362.34 1022.69 1730.81 -1.25923e+06 -1.80583e+06 -3.75032e+06 73918.2 -445353 111498
93797 1386.8 934.748 1730.78 -1.28689e+06 -2.04944e+06 -3.56634e+06 -7416.41 -447766 113015
93826 1334.79 854.114 1754.83 -1.04081e+06 -1.25732e+06 -2.37743e+06 -226434 -371786 79719.5
93867 1273.89 806.309 1737.71 -1.37545e+06 -1.24669e+06 -2.36705e+06 -206748 -332239 85359
93909 1234.95 993.476 1717.46 -1.17949e+06 -1.23995e+06 -1.92778e+06 -295962 -415526 11157.5
93956 1234.24 798.754 1745.15 -1.21752e+06 -818309 -1.6852e+06 -217996 -293751 51993.5
94001 1305.91 895.259 1712.98 -1.48785e+06 -1.81145e+06 -2.93451e+06 -244503 -419907 89878.2
94042 1381.74 966.563 1696.15 -1.99233e+06 -2.76961e+06 -4.55617e+06 5603.09 -479106 190390
94072 1403.84 986.758 1702.03 -1.97621e+06 -2.79105e+06 -4.847e+06 64134.5 -458002 199350
94100 1334.3 856.188 1717.29 -1.64878e+06 -1.97219e+06 -3.36575e+06 -230032 -421042 134741
94152 1399.49 755.31 1737.35 -1.7309e+06 -2.13154e+06 -3.93783e+06 -203844 -423310 179694
94187 1433.56 967.783 1730.28 -1.4227e+06 -2.37888e+06 -4.3982e+06 117710 -458869 168422
94225 1444.13 931.875 1733.83 -1.43652e+06 -2.42086e+06 -4.38889e+06 61167.6 -447537 162800
94255 1413.48 805.421 1748.31 -1.44115e+06 -1.93705e+06 -3.66954e+06 -189643 -423569 141431
94290 1256.71 958.507 1710.17 -1.27078e+06 -1.5262e+06 -2.26585e+06 -311323 -416465 66844.2
94332 1326.97 936.196 1699.97 -1.68595e+06 -2.23944e+06 -3.48883e+06 -157635 -466794 123276
94374 1288.38 772.917 1741.91 -1.43467e+06 -1.32233e+06 -2.63075e+06 -167010 -337627 91518.2
94409 1258.96 827.148 1748.65 -1.10969e+06 -932777 -1.76186e+06 -203461 -307753 60486.9
94446 1355.63 965.339 1718.23 -1.47281e+06 -2.13217e+06 -3.62086e+06 -14292.5 -468351 131507
94470 1227.82 882.295 1736.17 -1.0501e+06 -922725 -1.35874e+06 -287222 -291717 35972.5
94504 1164.94 916.764 1694.45 -1.49942e+06 -1.28957e+06 -1.70803e+06 -402817 -304005 24400.8
94548 1209.19 875.36 1707.62 -1.4826e+06 -1.28189e+06 -1.9635e+06 -311636 -319574 46949.1
94586 1429.18 829.391 1767.81 -1.02057e+06 -1.61264e+06 -3.26776e+06 -142709 -408009 92884.6
94625 1226.05 931.34 1717.41 -1.20965e+06 -1.2109e+06 -1.67192e+06 -347363 -357762 15416
94658 1204.64 1042.18 1678.91 -1.56172e+06 -1.68018e+06 -2.47324e+06 -252743 -456580 72675.9
94695 1239.78 988.241 1695.84 -1.49002e+06 -1.63575e+06 -2.51629e+06 -282912 -426695 42599.7
94730 1344.73 761.925 1771.69 -991247 -1.10442e+06 -2.45961e+06 -162122 -336091 96956
94769 1328.5 899.62 1747.24 -973831 -1.34806e+06 -2.31152e+06 -185820 -377230 70092.3
94814 1448.08 877.832 1717.6 -1.94535e+06 -2.78626e+06 -4.87619e+06 -39566.7 -479519 211152
94852 1431.66 901.772 1711.72 -1.958e+06 -2.80317e+06 -4.79065e+06 -46389.9 -477019 207201
94890 1365.2 903.932 1750.16 -980334 -1.49502e+06 -2.75944e+06 -114488 -409234 80275.6
94923 1188.89 780.041 1729.94 -1.46817e+06 -890063 -1.7787e+06 -246886 -250520 59313.3
94972 1210.03 878.789 1703.76 -1.54282e+06 -1.35217e+06 -2.04588e+06 -312733 -319963 48045.8
95014 1211.3 883.873 1725.23 -1.20788e+06 -986539 -1.46865e+06 -309014 -298880 23814.6
95055 1310.74 803.779 1752.25 -1.16635e+06 -1.22226e+06 -2.38408e+06 -207611 -320866 82320.9
95102 1392.82 826.065 1759.99 -1.06807e+06 -1.52411e+06 -2.99924e+06 -173817 -377876 101641
95148 1366 940.897 1748.03 -884750 -1.56271e+06 -2.77939e+06 -34395.8 -430139 67378.4
95196 1329.59 890.63 1705.81 -1.74132e+06 -2.14771e+06 -3.48085e+06 -210881 -436643 124198
95235 1278.09 932.585 1696.96 -1.53154e+06 -1.87659e+06 -2.84309e+06 -272648 -421613 86798.5
95287 1331.81 936.405 1696.85 -1.71705e+06 -2.33737e+06 -3.62638e+06 -143460 -471212 124579
95327 1443.02 955.462 1715.2 -1.7716e+06 -2.80597e+06 -4.84853e+06 111102 -463231 216628
95368 1263.7 824.608 1746.82 -1.12489e+06 -985269 -1.85398e+06 -228339 -297844 52247.8
95412 1445.71 848.699 1720.42 -1.92207e+06 -2.69825e+06 -4.73936e+06 -102407 -466421 193614
95452 1418.26 1001.03 1691.48 -2.22097e+06 -3.15129e+06 -5.33259e+06 81395.6 -468195 261382
95488 1301.72 840.792 1752.27 -1.0788e+06 -1.12403e+06 -2.09524e+06 -212785 -333291 75474.9
95528 1310.03 950.872 1713.02 -1.29937e+06 -1.79806e+06 -2.88007e+06 -184203 -433733 95709.2
95571 1437.31 1003.69 1741.6 -1.11195e+06 -2.07375e+06 -4.23681e+06 227011 -424450 169506
95606 1437.17 961.797 1708.26 -1.87032e+06 -2.89484e+06 -4.95768e+06 108095 -448803 225173
95649 1345.58 1015.23 1731.44 -1.23567e+06 -1.68453e+06 -3.52638e+06 37281.9 -434947 78429.2
95695 1359.51 981.583 1690.7 -2.06948e+06 -2.75626e+06 -4.54833e+06 -33701.2 -487887 172439
95734 1353.05 1040.99 1678.64 -2.27571e+06 -2.96657e+06 -4.92615e+06 -7533.58 -482712 235695
95772 1209.05 972.125 1685.2 -1.54566e+06 -1.58127e+06 -2.20772e+06 -382535 -408404 28262.2
95813 1294.94 888.359 1738.49 -1.08438e+06 -1.24775e+06 -2.09399e+06 -229980 -360245 68190
95854 1252.51 809.819 1724.44 -1.53124e+06 -1.30606e+06 -2.42426e+06 -222978 -338781 82172.2
95900 1225.04 945.384 1713.85 -1.19707e+06 -1.23638e+06 -1.7025e+06 -350847 -368712 13647.9
95950 1425.37 965.364 1700.89 -2.02317e+06 -2.98676e+06 -5.0173e+06 65794.7 -466515 240138
95996 1253.84 817.26 1760.05 -990598 -713357 -1.48123e+06 -187940 -295407 71341.2
96044 1291.75 836.893 1762.66 -944558 -894263 -1.73832e+06 -206442 -311907 65452.9
96085 1180.5 839.599 1725.44 -1.35244e+06 -880758 -1.49667e+06 -319307 -269582 39094.8
96126 1260.27 1011.1 1695.16 -1.63587e+06 -1.8523e+06 -3.03879e+06 -205120 -450917 70353.8
96162 1408.48 751.527 1764.41 -1.23433e+06 -1.59989e+06 -3.29355e+06 -205983 -374569 128798
96208 1366.03 976.675 1708.81 -1.70141e+06 -2.4026e+06 -4.11989e+06 -3856.24 -456296 146951
96256 1386.32 887.822 1744.01 -1.21547e+06 -1.80707e+06 -3.31667e+06 -123588 -434806 118031
96299 1265.42 864.366 1739.36 -1.15191e+06 -1.12087e+06 -1.88533e+06 -244262 -320113 45979.5
96332 1397.2 1009.93 1712.61 -1.71128e+06 -2.44723e+06 -4.56394e+06 99193.9 -450441 189787
96366 1387.68 918.84 1708.64 -1.78999e+06 -2.56219e+06 -4.20682e+06 -68430.4 -479412 176806
96410 1308.81 789.428 1727.15 -1.65949e+06 -1.72797e+06 -3.1448e+06 -199459 -374185 126777
96454 1430.87 900.913 1718.11 -1.81593e+06 -2.65724e+06 -4.60882e+06 -41542.6 -466057 179737
96488 1392.83 841.705 1719.62 -1.79794e+06 -2.36139e+06 -4.09779e+06 -184557 -458383 162508
96538 1274.27 777.975 1769.12 -977055 -719667 -1.7284e+06 -135474 -274274 52298.6
96575 1206.72 850.862 1731.14 -1.23787e+06 -892931 -1.47068e+06 -277846 -283326 37788.3
96617 1228 792.531 1742.18 -1.28462e+06 -840904 -1.7382e+06 -225074 -277566 58874.5
96665 1394.05 1000.47 1735.48 -1.24322e+06 -1.94702e+06 -3.95284e+06 105179 -429708 103868
96698 1305.18 873.438 1711.3 -1.64126e+06 -1.84803e+06 -3.06161e+06 -236353 -406696 106963
96735 1345.19 997.015 1701.47 -1.84581e+06 -2.4235e+06 -4.21174e+06 -14551.5 -466263 149467
96779 1158.56 862.872 1704.48 -1.52337e+06 -1.11213e+06 -1.72629e+06 -345593 -243655 53571.4
96817 1411.84 993.652 1740.81 -1.14595e+06 -1.95002e+06 -3.97429e+06 142915 -432256 119258
96857 1397.63 778.764 1782.75 -835837 -1.17945e+06 -2.55299e+06 -201978 -345746 96102.3
96895 1256.71 798.362 1730.52 -1.4917e+06 -1.27483e+06 -2.40073e+06 -206871 -340054 93959.2
96933 1344.75 1036.9 1722.03 -1.32328e+06 -1.86448e+06 -3.72168e+06 51322.2 -445847 129631
96975 1254.64 758.623 1733.41 -1.55249e+06 -1.23398e+06 -2.47674e+06 -197235 -318967 92324.8
97020 1297.36 848.591 1762.11 -899716 -903922 -1.72877e+06 -220137 -309918 64065.5
97068 1279.27 806.68 1733.6 -1.39992e+06 -1.34274e+06 -2.52953e+06 -206948 -341877 92518.5
97116 1446.37 1031.92 1734.67 -1.18876e+06 -2.22406e+06 -4.49256e+06 191777 -397346 201014
97157 1268.78 756.63 1734.15 -1.60683e+06 -1.35433e+06 -2.68281e+06 -175436 -333738 100693
97210 1442.53 945.204 1699.17 -2.12958e+06 -3.14724e+06 -5.2273e+06 48156 -468133 228941
97254 1271.51 832.03 1714.51 -1.63341e+06 -1.60065e+06 -2.79175e+06 -231381 -364783 92737.3
97303 1437.95 805.667 1725.38 -1.9153e+06 -2.58018e+06 -4.57788e+06 -167511 -461551 186447
97341 1341.5 1019.76 1712.44 -1.62607e+06 -2.13453e+06 -3.98088e+06 8357.57 -452511 138818
97400 1332.69 963.032 1739.53 -969459 -1.49272e+06 -2.67351e+06 -68257.5 -419515 29282.5
97441 1432.23 896.689 1709.58 -2.01109e+06 -2.85203e+06 -4.85767e+06 -42403.3 -476284 205316
97481 1264.41 859.305 1709.73 -1.62522e+06 -1.64086e+06 -2.70072e+06 -261786 -371948 86293.3
97526 1435.54 759.479 1746.87 -1.60147e+06 -2.16331e+06 -4.07264e+06 -195599 -426637 167024
97577 1400.75 901.871 1756.03 -1.0013e+06 -1.65213e+06 -3.14978e+06 -54421.6 -437623 97197.3
97631 1369.96 935.699 1698.79 -1.87116e+06 -2.61122e+06 -4.18218e+06 -93539.1 -482421 160884
97678 1249.49 915.4 1697.72 -1.54855e+06 -1.69478e+06 -2.53932e+06 -297255 -388254 64817.1
97732 1307.18 913.381 1745.04 -899085 -1.23417e+06 -1.99429e+06 -222076 -369490 51372.5
97788 1423.6 931.029 1713.24 -1.76684e+06 -2.66633e+06 -4.5752e+06 22873.5 -455915 194275
97847 1358.58 911.782 1708.83 -1.70343e+06 -2.33483e+06 -3.78597e+06 -142153 -471173 147700
97891 1304.03 813.037 1750.11 -1.13422e+06 -1.19326e+06 -2.31055e+06 -197605 -328124 80964.6
97948 1290.84 949.987 1693.17 -1.59037e+06 -2.05609e+06 -3.13122e+06 -228130 -429684 94932.3
98009 1236.03 1017.78 1713.77 -1.15031e+06 -1.27219e+06 -2.08451e+06 -205816 -421155 26889.5
98061 1288.95 998.349 1684.53 -1.99115e+06 -2.36088e+06 -3.8583e+06 -175258 -485905 117508
98112 1445.7 931.661 1704.38 -2.05707e+06 -3.07801e+06 -5.14979e+06 38312.3 -473195 236932
98161 1443.49 873.774 1724.98 -1.78226e+06 -2.62484e+06 -4.6303e+06 -72052.8 -461148 183982
98242 1192.98 780.672 1743.53 -1.25717e+06 -658598 -1.43146e+06 -241384 -235223 28289.3
98307 1249.96 873.834 1711.13 -1.53905e+06 -1.49887e+06 -2.41112e+06 -278116 -376874 74415.9
98364 1250.38 851.066 1753.03 -1.01708e+06 -856763 -1.45235e+06 -189600 -291112 45355.9
98440 1417.12 940.78 1749.08 -994379 -1.89015e+06 -3.54584e+06 72727.7 -447783 107721
98480 1267.39 955.693 1691.29 -1.58063e+06 -1.91525e+06 -2.868e+06 -284093 -440708 76695.5
98532 1236.83 974.075 1703.02 -1.38057e+06 -1.50494e+06 -2.23095e+06 -322110 -417708 48413
98605 1326.56 964.423 1745.01 -890132 -1.39164e+06 -2.4863e+06 -98321.4 -413898 24399.2
98666 1355.34 1026.96 1735.31 -1.12062e+06 -1.60239e+06 -3.49995e+06 72789.3 -442167 86840.3
98725 1253.11 960.127 1694.84 -1.53448e+06 -1.75973e+06 -2.62525e+06 -331855 -432594 76885.8
98771 1334.39 806.813 1774.27 -849393 -968810 -2.04516e+06 -203047 -333641 85099.6
98816 1419.26 944.784 1745.96 -1.06376e+06 -1.95029e+06 -3.65697e+06 90751.1 -449541 104820
98891 1436.28 867.64 1766.7 -947319 -1.63814e+06 -3.37222e+06 -43947 -436512 99759.4
98935 1427.39 823.17 1758.13 -1.21331e+06 -1.77308e+06 -3.49063e+06 -131636 -413012 114843
98994 1390.5 966.792 1724.72 -1.40575e+06 -2.238e+06 -3.94709e+06 53739.1 -447542 133531
99043 1249.66 876.57 1707.34 -1.59133e+06 -1.55094e+06 -2.48278e+06 -277557 -377716 73826.7
99107 1428.17 930.054 1751.84 -1.0156e+06 -1.89236e+06 -3.63641e+06 71977.9 -457043 117434
99177 1307.68 824.329 1716.97 -1.68713e+06 -1.82771e+06 -3.18066e+06 -228968 -384372 120405
99253 1290.52 759.425 1768.9 -1.05374e+06 -870103 -2.04772e+06 -137349 -306830 76239.8
99334 1172.46 1020.02 1682.99 -1.40863e+06 -1.4061e+06 -1.72333e+06 -384189 -426789 -12483.7
99400 1375.05 924.03 1720.84 -1.45769e+06 -2.18533e+06 -3.66609e+06 -77014.6 -450165 129077
99445 1370.65 953.396 1704.47 -1.75112e+06 -2.50496e+06 -4.07985e+06 -49167.4 -475945 144394
99489 1277.8 913.623 1724.57 -1.17634e+06 -1.3987e+06 -2.15781e+06 -250777 -362512 57936.4
99553 1373.63 837.712 1746.28 -1.28762e+06 -1.66282e+06 -3.11598e+06 -189144 -386434 104991
99637 1265.74 764.186 1776.39 -912961 -537448 -1.50292e+06 -115886 -295384 47949
99710 1295.68 890.055 1743.96 -996480 -1.17633e+06 -1.96366e+06 -229417 -357355 61426.1
99781 1400.56 846.211 1734.12 -1.55763e+06 -2.11576e+06 -3.78656e+06 -146223 -447758 148195
99847 1315.8 787.969 1753.28 -1.19392e+06 -1.26063e+06 -2.49983e+06 -191203 -328358 91070
99927 1387.7 1012.99 1728.19 -1.35082e+06 -2.00956e+06 -4.07411e+06 108487 -448174 152657
