zid x y z sxx syy szz sxy sxz syz
116329 1255.35 881.062 1704.22 -1.60156e+06 -1.64193e+06 -2.59897e+06 -283217 -377085 74676.9
116499 1254.46 994.274 1728.26 -1.1356e+06 -1.16464e+06 -2.0084e+06 -232595 -407130 33618.7
116664 1374.54 828.4 1772.02 -869841 -1.19064e+06 -2.44515e+06 -199747 -364414 77045.9
116906 1403.11 809.766 1722.6 -1.81401e+06 -2.34232e+06 -4.13708e+06 -191542 -448407 164817
117158 1428.02 986.968 1745.36 -1.05533e+06 -1.94255e+06 -3.99418e+06 198039 -438445 132860
117275 1349.1 1008.35 1738.89 -1.10533e+06 -1.50911e+06 -3.3286e+06 41474.8 -424439 64553.5
117456 1434.96 758.1 1788.63 -837818 -1.30218e+06 -2.92648e+06 -206490 -370347 110389
117596 1373.13 923.923 1699.94 -1.88463e+06 -2.62207e+06 -4.20716e+06 -106981 -483818 161387
117782 1197.29 915.092 1711.78 -1.32162e+06 -1.13205e+06 -1.53483e+06 -366385 -317897 3745.03
118002 1257.08 750.738 1731.55 -1.59346e+06 -1.27799e+06 -2.57633e+06 -184141 -315911 85579.2
118249 1405.5 1036.57 1681.63 -2.31305e+06 -3.25244e+06 -5.44206e+06 60213 -455079 291872
118846 1438.76 1019.55 1740.18 -1.09458e+06 -2.06933e+06 -4.2955e+06 197600 -412270 181911
119714 1314.73 850.939 1757.38 -973864 -1.09557e+06 -2.04786e+06 -205694 -340904 74307.1
119742 1173.72 963.93 1692.01 -1.49642e+06 -1.3315e+06 -1.71586e+06 -421707 -349675 10589.2
119773 1351.03 794.834 1753.23 -1.20672e+06 -1.42726e+06 -2.79136e+06 -206730 -352721 107360
119796 1327.34 1044.55 1726.84 -1.13331e+06 -1.61515e+06 -3.33577e+06 56875.9 -426235 100141
119821 1425.4 930.377 1723.61 -1.59658e+06 -2.49427e+06 -4.3639e+06 26141.9 -456791 171271
119848 1404.59 1002.51 1691.64 -2.15466e+06 -3.01733e+06 -5.17703e+06 74610.7 -469525 238973
119868 1313.86 860.099 1758.35 -921407 -1.06022e+06 -1.95449e+06 -229607 -336015 70626.7
119896 1384.12 990.739 1695.62 -2.0588e+06 -2.75879e+06 -4.78136e+06 14804 -487586 214912
119925 1230.5 806.657 1739.38 -1.27552e+06 -915117 -1.77298e+06 -225595 -285977 62576.7
119956 1339.92 913.332 1754.13 -878582 -1.34821e+06 -2.28808e+06 -148306 -403395 69151.6
119976 1301.61 977.907 1739.91 -867454 -1.2551e+06 -2.3482e+06 -123465 -444825 -13025.5
120000 1420.9 914.808 1728.16 -1.54141e+06 -2.35329e+06 -4.17278e+06 -3651.58 -462790 162911
120026 1396.38 973.496 1694.74 -2.05794e+06 -2.89678e+06 -4.83431e+06 12252 -481650 213136
120057 1377.79 947.317 1726.13 -1.3608e+06 -2.1088e+06 -3.60277e+06 -10447.6 -453403 125465
120077 1219.72 962.146 1710.25 -1.2127e+06 -1.24295e+06 -1.72447e+06 -366679 -387771 13261.3
120104 1373.86 995.473 1733.51 -1.27093e+06 -1.8899e+06 -3.74371e+06 75259.6 -442717 88794.9
120125 1360.35 860.392 1762.24 -911651 -1.27676e+06 -2.47823e+06 -181491 -380296 82373.8
120151 1198.13 933.369 1707.51 -1.31468e+06 -1.17697e+06 -1.58438e+06 -387694 -337965 -8087.06
120171 1410.05 875.963 1750.96 -1.20786e+06 -1.82605e+06 -3.47176e+06 -112619 -438489 118545
120191 1263.43 967.361 1694.73 -1.61051e+06 -1.86141e+06 -2.87269e+06 -282665 -462756 96649.6
120214 1407.03 916.434 1715.96 -1.73939e+06 -2.54912e+06 -4.30145e+06 -45596.8 -462796 164876
120251 1341.98 853.96 1755.5 -1.02239e+06 -1.2969e+06 -2.44193e+06 -221370 -360542 86211
120275 1354.66 854.666 1733.41 -1.41212e+06 -1.77053e+06 -3.19235e+06 -214320 -408854 117284
120306 1394.95 955.316 1746.35 -992590 -1.77107e+06 -3.33785e+06 66693.6 -448014 84808.5
120330 1393.68 988.919 1713.26 -1.67708e+06 -2.43287e+06 -4.42717e+06 67242.9 -452933 178231
120356 1417.95 1020.72 1717.22 -1.63717e+06 -2.53284e+06 -4.71276e+06 124058 -428828 204941
120386 1231.24 874.262 1733.63 -1.18125e+06 -979572 -1.51364e+06 -274314 -294772 47572.8
120411 1217.67 1025.81 1696.27 -1.41026e+06 -1.49618e+06 -2.24631e+06 -235248 -436723 42903.1
120432 1331.03 788.331 1745.07 -1.3209e+06 -1.47953e+06 -2.85073e+06 -222558 -351454 101188
120464 1228.13 877.827 1715.73 -1.4092e+06 -1.26483e+06 -1.9637e+06 -284888 -319501 59684.5
120489 1240.34 831.814 1741.9 -1.17921e+06 -925107 -1.70228e+06 -233675 -304291 51718.7
120514 1177.51 771.337 1724.39 -1.55668e+06 -965577 -1.88907e+06 -252298 -234744 58383.4
120537 1348.28 885.103 1720.77 -1.52404e+06 -1.97254e+06 -3.3702e+06 -198595 -416082 116108
120565 1257.28 855.65 1748.06 -1.06495e+06 -949590 -1.61121e+06 -203140 -275222 43390.3
120595 1256.52 906.572 1742.54 -1.03813e+06 -1.05938e+06 -1.52835e+06 -343610 -371062 -1203.33
120634 1294.58 848.863 1723.67 -1.47246e+06 -1.58128e+06 -2.71629e+06 -242778 -363355 89410.9
120665 1291.45 810.959 1749.76 -1.1707e+06 -1.15307e+06 -2.20865e+06 -204956 -318512 66773.8
120717 1270.53 956.805 1697.84 -1.53784e+06 -1.84961e+06 -2.82293e+06 -277017 -444385 95031.2
120743 1316.91 896.055 1756.92 -847350 -1.08944e+06 -1.88799e+06 -195436 -370078 55070.6
120769 1367.98 805.756 1775.38 -840537 -1.10854e+06 -2.33628e+06 -204900 -343415 89464.4
120806 1263.33 981.596 1689.69 -1.72448e+06 -1.96348e+06 -3.11299e+06 -283861 -450912 96205
120841 1285.62 782.906 1739.34 -1.43797e+06 -1.34931e+06 -2.60932e+06 -196339 -331242 88722.3
120868 1266.2 834.58 1761.38 -840744 -703774 -1.46089e+06 -212679 -307501 55246.7
120911 1202.42 761.568 1731.51 -1.513e+06 -950616 -1.93418e+06 -223144 -263206 69037.7
120943 1343.94 938.688 1747.59 -869452 -1.46798e+06 -2.43342e+06 -81752.2 -412888 49016.9
120995 1392.12 888.304 1722.78 -1.66284e+06 -2.31012e+06 -3.95772e+06 -122462 -447764 145156
121031 1322.22 1022.4 1729.59 -1.19783e+06 -1.58631e+06 -3.29599e+06 -3326.06 -428846 75045.9
121069 1250.17 794.527 1765.6 -945346 -579857 -1.40227e+06 -155316 -267716 33200.2
121098 1337.96 828.134 1763.42 -995275 -1.15468e+06 -2.2804e+06 -211019 -347348 83370.2
121137 1430.76 842.146 1769.18 -938351 -1.57673e+06 -3.2158e+06 -90292.6 -425467 103014
121204 1399.71 954.66 1748.85 -954068 -1.75809e+06 -3.32651e+06 64807 -450406 85593.2
121256 1309.26 861.09 1716.15 -1.60373e+06 -1.80084e+06 -3.04288e+06 -243695 -409480 114149
121306 1317.16 950.861 1719.17 -1.30766e+06 -1.79014e+06 -2.91049e+06 -164313 -446668 107285
121371 1280.53 874.776 1729.54 -1.26699e+06 -1.37181e+06 -2.25798e+06 -242054 -355604 69097.2
121438 1351.53 904.949 1724.51 -1.43272e+06 -1.96095e+06 -3.27759e+06 -160268 -435464 117072
121497 1352.86 802.463 1722.44 -1.7665e+06 -2.0613e+06 -3.62885e+06 -235374 -415442 145634
121538 1397.13 916.162 1718.81 -1.64359e+06 -2.37887e+06 -4.07313e+06 -52731.3 -460423 153713
121618 1435.19 985.67 1726.94 -1.45219e+06 -2.43467e+06 -4.56521e+06 169820 -435685 211052
121691 1306.69 786.666 1770.9 -917542 -890057 -1.98591e+06 -156728 -312491 79848.2
121737 1258.23 860.97 1751.1 -1.03581e+06 -914441 -1.53399e+06 -237414 -289847 35162
121830 1424.2 759.427 1736.15 -1.79571e+06 -2.30555e+06 -4.2222e+06 -209745 -437123 171442
121865 1361.63 901.828 1735.08 -1.25198e+06 -1.82163e+06 -3.13392e+06 -119447 -418390 111355
121913 1236.88 968.266 1717.46 -1.14044e+06 -1.24475e+06 -1.82999e+06 -322357 -389137 33304.6
122036 1340.39 980.618 1743.04 -998072 -1.44358e+06 -2.90661e+06 -31217.4 -424610 26791.8
122098 1312.55 938.935 1731.48 -1.0496e+06 -1.50781e+06 -2.41952e+06 -182326 -413134 49917.6
122203 1399.56 1049.79 1707.63 -1.69375e+06 -2.5802e+06 -4.68253e+06 88450.8 -417137 237997
122349 1232.27 1048.77 1678.92 -1.65e+06 -1.8977e+06 -2.97808e+06 -144636 -482463 98846.4
122517 1379.81 957.847 1700.77 -1.84811e+06 -2.67382e+06 -4.36962e+06 -17892.9 -484787 178649
122675 1273.78 904.692 1712.28 -1.417e+06 -1.60075e+06 -2.51675e+06 -273276 -386959 75823.2
122771 1407.47 770.546 1733.82 -1.75972e+06 -2.21891e+06 -4.03433e+06 -219952 -427768 166975
123174 1277.42 914.516 1717.63 -1.27898e+06 -1.51317e+06 -2.33896e+06 -248251 -390470 70016
123288 1245.68 1029.52 1694.84 -1.48332e+06 -1.67078e+06 -2.76361e+06 -148629 -453058 78171.4
123525 1323.26 925.943 1747.75 -866087 -1.32828e+06 -2.16515e+06 -166447 -391042 50308.5
123974 1398.97 1017.36 1725.21 -1.44997e+06 -2.172e+06 -4.28327e+06 124406 -447357 169902
125304 1217.38 884.772 1707.27 -1.48037e+06 -1.35024e+06 -2.02177e+06 -316896 -335751 45837.3
125397 1264.23 798.34 1754.8 -1.14216e+06 -883452 -1.86279e+06 -174344 -304134 65984.7
125431 1194.21 900.324 1701.26 -1.49159e+06 -1.31758e+06 -1.86619e+06 -369990 -327021 19001.8
125457 1359.13 780.122 1777.79 -852753 -1.05083e+06 -2.29538e+06 -185215 -324021 95405.4
125518 1237.95 1034.26 1676.17 -1.77964e+06 -2.03544e+06 -3.13738e+06 -184443 -476390 94973.9
125607 1410.1 813.617 1739.17 -1.52893e+06 -2.07816e+06 -3.81585e+06 -168256 -435714 155690
125928 1293.45 1028.87 1687.39 -1.8984e+06 -2.33572e+06 -3.91875e+06 -47288.7 -497747 147736
126302 1212.69 787.415 1759.82 -982272 -430958 -1.10274e+06 -182210 -230925 2781.58
126326 1231.51 851.759 1753.28 -894378 -623578 -1.15271e+06 -215372 -269496 33991.2
126348 1209.07 908.111 1724.86 -1.10847e+06 -954689 -1.27041e+06 -310088 -322819 -10284.3
126372 1247.05 825.668 1766.98 -719325 -479085 -1.139e+06 -227417 -344247 65426.8
126392 1183.56 773.916 1759.97 -1.02806e+06 -354807 -944464 -216577 -203983 -10769.8
126415 1209.11 928.288 1732.26 -964375 -837517 -1.02603e+06 -325381 -334600 -46821
126440 1168.39 989.283 1697.7 -1.26505e+06 -1.17792e+06 -1.38554e+06 -420605 -394972 -38750.4
126470 1220.98 810.478 1763.67 -828014 -397686 -982152 -165559 -254530 20684.1
126494 1264.63 971.105 1739.9 -713104 -973961 -1.67284e+06 -292639 -438894 -17444.7
126517 1271.02 967.116 1742.61 -1.09291e+06 -1.1267e+06 -1.85896e+06 -247284 -563749 -29973
126537 1194.44 766.126 1762.8 -1.00461e+06 -360225 -990428 -208249 -211687 -7949.42
126560 1231.55 836.027 1759.69 -807740 -502068 -1.06276e+06 -212789 -278071 28690.1
126580 1207.43 800.254 1765.45 -898423 -293523 -877465 -210326 -252263 -1503.52
126603 1209.37 785.923 1769.96 -882699 -254067 -865209 -187476 -250803 -319.017
126627 1228.7 1034.8 1728.66 -690234 -930740 -1.56224e+06 -53663.6 -521759 -17205.2
126653 1181.53 812.368 1751.47 -1.04841e+06 -401900 -967063 -265572 -225640 693.956
126675 1219.86 821.045 1765.84 -851673 -358783 -896599 -189395 -277822 22898
126705 1174.41 764.861 1748.65 -1.1917e+06 -540746 -1.25019e+06 -218104 -180883 5343.8
126729 1179.32 880.418 1734.02 -1.12011e+06 -739029 -997508 -371561 -277848 5923.92
126750 1223.94 899.464 1745.51 -871624 -730907 -990678 -286173 -312494 6626.55
126774 1170.26 764.15 1753.33 -1.14763e+06 -451940 -1.10299e+06 -212153 -176489 -5830.69
126799 1245.47 1001.8 1733.29 -740221 -893022 -1.69444e+06 -224621 -582426 -6112.94
126827 1175.15 984.264 1700.55 -1.2646e+06 -1.17753e+06 -1.43235e+06 -435580 -384029 -32728.3
126854 1163.3 885.099 1722.29 -1.20619e+06 -825927 -1.14269e+06 -368862 -246910 27057.9
126875 1180.82 941.057 1721.32 -1.16811e+06 -929262 -925630 -478912 -339075 -61589.3
126903 1204.61 1032.54 1720.27 -903717 -967262 -1.36822e+06 -253678 -431458 -29846.4
126937 1200.28 1039.43 1729.96 -544406 -657041 -1.05411e+06 -130582 -496853 -44052
126963 1190.23 860.05 1731.55 -1.18374e+06 -806016 -1.25223e+06 -301915 -252459 26020.2
126990 1224.97 771.44 1780.2 -810617 -171095 -821734 -110854 -253018 23865.2
127029 1169.1 839.833 1739.62 -1.14321e+06 -557992 -1.03939e+06 -314436 -223078 18460
127063 1208.28 958.685 1712.59 -1.13957e+06 -1.11931e+06 -1.47244e+06 -377385 -371974 -26556.3
127101 1204.47 1046.19 1716.8 -948643 -959855 -1.49716e+06 -185984 -436404 -15426.5
127135 1222.88 931.627 1741.19 -913249 -826045 -965618 -354602 -326210 -40303.6
127169 1189.56 1003.88 1718.95 -946890 -903792 -1.15319e+06 -313495 -389341 -98143
127218 1194.81 938.954 1723.26 -1.09189e+06 -984274 -1.1778e+06 -370227 -340795 -121764
127262 1235.3 756.895 1777.06 -731320 -256362 -1.01442e+06 -175147 -273498 27691.8
127307 1190.55 1013.93 1708.42 -1.11867e+06 -1.07978e+06 -1.45889e+06 -334989 -401134 -59766.9
127362 1211.99 1020.87 1733.32 -678878 -695608 -1.19684e+06 -244712 -527268 -49711.6
127438 1228.29 1001.93 1732.62 -977647 -895895 -1.46324e+06 -308018 -455222 -49427.9
127493 1213.57 1002.06 1732.37 -699288 -704332 -1.13261e+06 -273480 -427723 -70998.3
127549 1235.8 899.467 1755.28 -881187 -747976 -931218 -302632 -383205 2931.3
127603 1205.33 990.977 1729.07 -900615 -765609 -1.07998e+06 -323880 -382287 -84701.8
127678 1274.19 955.273 1741.47 -762721 -1.08609e+06 -1.63661e+06 -248720 -470226 -4988.65
127800 1258.32 968.78 1740.75 -896199 -974044 -1.59336e+06 -354697 -476625 -24647.2
127877 1195.53 831.242 1752.07 -1.00207e+06 -467526 -927819 -268899 -245261 -2675.6
127950 1207.35 1040.57 1718.03 -940421 -968781 -1.49756e+06 -200818 -436085 -11333.2
128043 1152.75 910.766 1710.37 -1.30497e+06 -1.00351e+06 -1.23192e+06 -412523 -250230 18901.8
128144 1198.84 944.52 1729.95 -921755 -902262 -986039 -328522 -312560 -92355.8
128220 1221.69 946.494 1725.75 -1.0042e+06 -1.01426e+06 -1.32039e+06 -368644 -343532 -12794.7
128337 1174.15 1005.63 1700.93 -1.18729e+06 -1.11486e+06 -1.34128e+06 -388195 -408981 -54197.5
128479 1268.71 882.61 1759.94 -620536 -747486 -1.38044e+06 -300476 -560003 101131
128623 1235.93 967.826 1728.72 -966443 -1.01149e+06 -1.49606e+06 -305441 -370840 -22595.8
128787 1201.18 1016.32 1713.58 -1.07391e+06 -999309 -1.4615e+06 -277581 -378466 -25912.2
128928 1279.99 991.502 1740.69 -720150 -1.10569e+06 -2.22052e+06 -219831 -809032 29852
129116 1180 914.448 1715.47 -1.22792e+06 -1.04359e+06 -1.27924e+06 -409528 -296375 -47363.1
129271 1184.2 979.122 1709.48 -1.14596e+06 -1.06364e+06 -1.30997e+06 -425180 -392716 -43609.9
129453 1198.91 1011.83 1723.71 -849672 -793983 -1.14707e+06 -269573 -390466 -81763.3
129686 1222.71 969.383 1718.83 -1.06304e+06 -1.09691e+06 -1.55217e+06 -319072 -370392 -22370.1
129936 1183.19 981.708 1718.18 -963393 -868879 -1.04328e+06 -396528 -373704 -82719.6
130175 1193.17 826.62 1738.2 -1.18394e+06 -670032 -1.26643e+06 -255049 -244071 7285.23
130412 1213.16 871.592 1752.46 -868405 -565393 -862515 -276146 -281051 14663.6
130668 1231.19 1009.52 1726.5 -909906 -957659 -1.61922e+06 -241252 -439703 -33430.4
130973 1212.78 854.472 1742.78 -1.02839e+06 -694669 -1.1837e+06 -250044 -259661 23734.5
131265 1208.09 841.941 1758.24 -863673 -386951 -828240 -231821 -265032 11581.9
131677 1213.19 1041.45 1717.06 -893151 -998813 -1.59684e+06 -155342 -446493 -18660.5
132207 1199.74 880.282 1747.15 -825749 -536508 -784933 -297125 -295797 -1773.76
132553 1202.05 821.953 1760.12 -900298 -307427 -829817 -242723 -249751 3939.62
132861 1241.34 1008.55 1731.06 -798453 -938949 -1.6629e+06 -265031 -486242 13439.9
133337 1205.52 752.692 1760.87 -1.08681e+06 -460574 -1.18754e+06 -179322 -205179 -307.672
133841 1181.4 918.109 1729.22 -1.24094e+06 -941751 -987475 -486155 -376282 -74453.1
134523 1193.15 997.652 1706.85 -1.14399e+06 -1.08115e+06 -1.46285e+06 -335253 -390251 -36517.1
135182 1258.1 848.752 1765.51 -627665 -604138 -1.23799e+06 -177457 -380765 89332.5
136160 1188.8 991.113 1720.9 -925679 -836612 -1.05293e+06 -364656 -380373 -91546.8
137434 1192.28 881.816 1724.49 -1.21032e+06 -929493 -1.28946e+06 -332774 -273243 1438.99
138362 1229.79 965.666 1721.65 -1.04088e+06 -1.10638e+06 -1.58602e+06 -327653 -370949 -16916.2
139632 1186.69 934.141 1710.03 -1.25912e+06 -1.10102e+06 -1.40957e+06 -392763 -322668 -43811.6
140954 1192.55 895.225 1721.51 -1.21177e+06 -955578 -1.29089e+06 -338857 -278395 -929.856
141826 1263.96 999.54 1736.93 -798794 -1.04912e+06 -2.12716e+06 -189619 -702276 7550.08
143361 1220.81 893.908 1755.21 -833952 -617375 -764196 -265084 -333152 31692.9
145007 1209.95 946.855 1734.23 -798027 -823239 -930338 -364091 -344095 -74456.2
146602 1202.14 946.796 1711.77 -1.18375e+06 -1.11261e+06 -1.44112e+06 -366344 -349092 -33994.4
147410 1258.81 832.044 1766.98 -641622 -529038 -1.28635e+06 -259303 -395677 99131.1
148773 1225.58 845.233 1766 -781091 -361546 -814536 -173136 -307259 56786.1
149506 1180.31 963.266 1721.35 -1.0331e+06 -836176 -903113 -515968 -410932 -127005
152868 1247.6 854.737 1763.46 -637361 -561174 -1.08725e+06 -229708 -414414 89436.8
152888 1180.75 849.645 1741.29 -1.07847e+06 -567890 -991679 -303661 -245382 14573.2
152908 1206.3 939.175 1714.67 -1.16121e+06 -1.10841e+06 -1.444e+06 -351327 -352051 -38023.2
152929 1225.13 913.151 1741.64 -903464 -809358 -1.04641e+06 -300656 -333864 -8054.71
152949 1177.29 906.217 1730.48 -1.13774e+06 -825201 -917840 -427543 -300151 -3636.01
152976 1200.14 930.36 1733.71 -873709 -814170 -892677 -368638 -329255 -54719.8
152997 1213.72 899.316 1740.03 -942115 -780683 -1.02718e+06 -326518 -314860 -13560.2
153030 1235.04 777.648 1778.46 -662090 -243504 -896347 -182708 -294345 38554.2
153058 1279.75 957.579 1745.9 -809552 -1.06407e+06 -1.68713e+06 -232208 -509448 -12928.8
153086 1227.74 764.739 1782.84 -818303 -173559 -839382 -92894.7 -286330 51165.7
153122 1187.98 926.228 1714.7 -1.29162e+06 -1.09637e+06 -1.38292e+06 -402254 -330627 -53129.1
153176 1164.69 803.597 1748.31 -1.12041e+06 -449053 -1.02284e+06 -271781 -194146 -565.261
153256 1198.13 1021.45 1726.64 -925923 -762221 -1.16974e+06 -299075 -445046 -59477
155915 1180.72 947.716 1706.61 -1.26647e+06 -1.11388e+06 -1.3983e+06 -396862 -335778 -30932.4
155939 1162.09 989.864 1706.33 -1.09911e+06 -969587 -1.0953e+06 -411037 -396342 -45631.4
156239 1212.58 840.812 1760.58 -831194 -390401 -818950 -214499 -266156 10520.3
156692 1174.17 973.121 1731.05 -523948 -703546 -604902 -351505 -371234 -79092.9
156968 1172.34 976.407 1723.22 -895013 -779994 -792115 -391154 -352638 -124882
157896 1196.05 966.719 1739.82 -613404 -596875 -662521 -351177 -341106 -123550
158816 1199.63 945.177 1739.76 -593650 -658258 -622572 -341875 -256926 -84883.9
160498 1201.44 956.843 1735.74 -740528 -714766 -793825 -334191 -321223 -121778
162669 1181.83 991.308 1727.07 -792943 -649843 -745988 -358162 -369400 -132137
165438 1188.13 1025.04 1731.72 -389712 -581082 -1.20958e+06 -222965 -623742 -178262
168558 1167.97 1044.54 1720.92 -726241 -637227 -817398 -277284 -451936 -77438.2
169477 1203.1 969.304 1739.72 -567252 -615509 -738372 -322646 -343869 -128634
170981 1255.59 987.881 1619.43 -2.9628e+06 -3.4074e+06 -4.87723e+06 -374982 -404682 237725
171152 1378.82 791.707 1662.26 -2.68267e+06 -3.35846e+06 -5.53565e+06 -268891 -380165 236271
171313 1376.19 828.551 1605.17 -3.71294e+06 -4.55426e+06 -6.88768e+06 -262729 -359746 333037
171439 1299.73 767.522 1678.19 -2.51245e+06 -2.629e+06 -4.52173e+06 -255126 -350473 175887
171622 1264.68 890.479 1623.4 -3.03189e+06 -3.33199e+06 -4.80149e+06 -368007 -385258 214847
171736 1370.91 894.882 1615.36 -3.28402e+06 -4.31094e+06 -6.46178e+06 -193012 -383485 311845
171904 1384.92 934.914 1668.06 -2.03596e+06 -3.24176e+06 -5.18195e+06 -78257.9 -420418 225266
171988 1344.24 846.594 1686.76 -2.04281e+06 -2.61372e+06 -4.3815e+06 -301258 -408788 156470
172117 1399.21 805.715 1649.36 -2.91118e+06 -3.7958e+06 -6.11385e+06 -241965 -368633 270747
172244 1177.27 933.828 1637.73 -2.57796e+06 -2.40333e+06 -3.22101e+06 -528872 -349548 122709
172346 1245.58 976.356 1678.52 -1.73499e+06 -2.01087e+06 -3.02485e+06 -403730 -430891 95893.6
172527 1242.36 1000.58 1647.03 -2.31351e+06 -2.63338e+06 -3.92399e+06 -322113 -412902 169470
172677 1284.21 785.671 1715.68 -1.71149e+06 -1.65378e+06 -3.21472e+06 -259013 -359280 102468
172809 1407.62 983.915 1637.34 -2.6856e+06 -4.06883e+06 -6.49174e+06 58927.5 -406502 324649
172958 1228.96 917.427 1642.28 -2.57932e+06 -2.65168e+06 -3.74592e+06 -437884 -371301 160417
173050 1382 782.743 1676.12 -2.3945e+06 -3.07449e+06 -5.22295e+06 -266386 -380321 205937
173166 1377.85 821.328 1690.97 -2.0271e+06 -2.72582e+06 -4.69729e+06 -266367 -408317 169111
173298 1337.98 893.631 1629.76 -2.98224e+06 -3.74774e+06 -5.61601e+06 -243620 -392132 267056
173506 1265.7 927.869 1651.59 -2.31142e+06 -2.76345e+06 -3.95388e+06 -385744 -395769 161425
173670 1433.8 858.692 1626.36 -3.26948e+06 -4.50086e+06 -7.04687e+06 -137790 -357519 336951
173778 1387.06 916.566 1619.97 -3.12615e+06 -4.34515e+06 -6.50117e+06 -123159 -382317 331039
173884 1201.13 885.722 1651.49 -2.49609e+06 -2.28222e+06 -3.31355e+06 -447330 -322687 115712
174017 1234.26 915.377 1674.35 -1.9274e+06 -1.99829e+06 -2.94719e+06 -431054 -359134 90516.9
174143 1328.43 1009.39 1673.57 -1.96387e+06 -2.76215e+06 -4.81051e+06 -75882.5 -470813 173664
174313 1372.11 955.448 1632.71 -2.73862e+06 -3.90788e+06 -5.96706e+06 -40360.5 -411998 298970
174432 1396.14 955.237 1621.42 -3.01089e+06 -4.33299e+06 -6.60168e+06 2383.11 -387393 338285
174571 1263.01 824.66 1702.76 -1.76063e+06 -1.69578e+06 -3.01394e+06 -299697 -326791 91246.6
174675 1204.81 782.31 1671.82 -2.56234e+06 -1.98969e+06 -3.41556e+06 -353344 -290861 124175
174801 1354.19 949.805 1642.85 -2.46469e+06 -3.53149e+06 -5.36436e+06 -104051 -415622 261146
174973 1216.81 958.678 1610.34 -3.03112e+06 -3.27618e+06 -4.31259e+06 -495063 -390235 228990
175094 1383.13 979.945 1650.36 -2.44388e+06 -3.63313e+06 -5.87963e+06 14233.3 -428275 293755
175255 1294.84 956.376 1606 -3.18603e+06 -3.94529e+06 -5.57267e+06 -276591 -405308 311096
175363 1363.91 1028.58 1636.64 -2.63853e+06 -3.76524e+06 -6.10939e+06 15489.9 -426915 296117
175469 1264.27 798.298 1622.9 -3.51829e+06 -3.47265e+06 -5.39424e+06 -326084 -356892 241605
175583 1243.04 1004.93 1651.26 -2.23895e+06 -2.56434e+06 -3.82909e+06 -328724 -418332 165525
175716 1160.74 920.777 1684.16 -1.85427e+06 -1.51973e+06 -1.98656e+06 -551738 -333647 50403.7
175911 1379.11 936.894 1666.98 -2.05583e+06 -3.20398e+06 -5.13316e+06 -64985.9 -425905 228133
176024 1337.45 884.138 1682.66 -1.88077e+06 -2.59021e+06 -4.1915e+06 -248454 -425279 155946
176118 1415.49 772.605 1613.53 -3.76447e+06 -4.6721e+06 -7.27147e+06 -265542 -345127 327945
176267 1190 806.896 1660.34 -2.70479e+06 -2.12963e+06 -3.48855e+06 -388019 -303108 150155
176437 1434.96 753.374 1624.75 -3.60075e+06 -4.54606e+06 -7.27839e+06 -253851 -338252 326483
176589 1243.41 917.136 1652.29 -2.40973e+06 -2.6008e+06 -3.70476e+06 -424530 -396851 153061
176732 1350.82 1022.36 1673.43 -1.90925e+06 -2.83031e+06 -5.056e+06 3076.09 -479895 206381
176851 1355.28 791.315 1608.39 -3.81566e+06 -4.42557e+06 -6.73387e+06 -317198 -369722 311389
177007 1375.83 1017.93 1611.51 -3.24356e+06 -4.43693e+06 -6.93838e+06 -2485.27 -409424 357261
177084 1184.7 793.116 1609.74 -3.81493e+06 -3.2652e+06 -4.92138e+06 -419732 -328734 232893
177202 1242.19 859.523 1608.75 -3.50779e+06 -3.53489e+06 -5.12288e+06 -407138 -365156 232650
177358 1400.35 759.174 1677.24 -2.48027e+06 -3.19842e+06 -5.50416e+06 -266484 -379104 218839
177509 1370.09 766.657 1673.58 -2.57548e+06 -3.12838e+06 -5.30038e+06 -289918 -379032 209764
177635 1162.63 824.121 1675.88 -2.31763e+06 -1.68763e+06 -2.8168e+06 -420716 -279476 100929
177803 1251.57 904.694 1691.25 -1.66286e+06 -1.8533e+06 -2.76104e+06 -388391 -379336 85287.8
177952 1225.17 839.315 1670.68 -2.36891e+06 -2.08257e+06 -3.37354e+06 -387983 -331658 116018
178093 1261.21 902.023 1635.94 -2.70304e+06 -3.04581e+06 -4.36343e+06 -365063 -388427 187782
178236 1181.87 856.79 1693.61 -1.91716e+06 -1.44725e+06 -2.22172e+06 -432552 -292195 71329.5
178354 1444.76 920.136 1674.31 -2.05884e+06 -3.48611e+06 -5.9223e+06 24065.2 -399206 259478
178474 1300.09 959.147 1614.61 -3.05345e+06 -3.88743e+06 -5.50759e+06 -258733 -407162 290351
178606 1158.84 944.075 1626.85 -2.77027e+06 -2.57172e+06 -3.38068e+06 -574380 -352768 147591
178711 1305.76 988.245 1674.08 -1.93962e+06 -2.62334e+06 -4.33779e+06 -157684 -473447 145274
178809 1309.96 951.411 1614.05 -3.07436e+06 -3.93961e+06 -5.56232e+06 -265043 -403173 302836
178973 1351.66 1011.06 1621.41 -3.03136e+06 -4.06795e+06 -6.39615e+06 -40615.6 -420718 315958
179075 1375.13 1022.42 1629.97 -2.86096e+06 -4.02637e+06 -6.4463e+06 -2796.16 -415983 335519
179224 1310.84 849.437 1663.83 -2.44989e+06 -2.86784e+06 -4.54162e+06 -315763 -386847 185605
179325 1269.38 770.082 1655.84 -3.00393e+06 -2.87634e+06 -4.74896e+06 -296689 -342062 189683
179455 1436.32 907.118 1616.27 -3.37657e+06 -4.74317e+06 -7.31558e+06 -58170.1 -364551 353668
