x z szz sxx pp
1031.42 1321.65 -1.1048e+07 -9.34895e+06 3.03379e+06
1860.4 1406.99 -1.44489e+07 -8.18717e+06 4.47664e+06
1084.23 1514.6 -6.1175e+06 -5.20649e+06 1.21114e+06
1326.77 1649.44 -4.90161e+06 -2.50235e+06 793878
1208.13 933.198 -2.20311e+07 -1.79308e+07 7.3069e+06
1297.98 1553.24 -7.06617e+06 -4.51898e+06 1.63337e+06
1220.79 1692.72 -2.38969e+06 -1.71134e+06 0
494.856 1627.55 -1.70746e+06 -2.69106e+06 0
1424.6 1691.33 -5.26327e+06 -1.84212e+06 901262
1427.69 1630.38 -6.81053e+06 -2.9901e+06 1.50731e+06
76.7623 1576.18 -2.08225e+06 -4.20237e+06 0
1210.77 1687.62 -2.34264e+06 -1.76216e+06 0
1259.07 1669.42 -3.61077e+06 -2.20026e+06 247341
84.4487 1582.28 -1.95305e+06 -4.05776e+06 0
1167.64 1621.45 -3.86214e+06 -3.10044e+06 386316
1096.71 1530.41 -6.00156e+06 -5.086e+06 1.14811e+06
1440.52 1693.78 -5.40384e+06 -1.83448e+06 962075
1188.32 1614.29 -4.10425e+06 -3.19033e+06 498989
21.0167 1032.62 -1.67422e+07 -1.40462e+07 881666
1374.36 1604.61 -6.77805e+06 -3.53395e+06 1.50129e+06
879.057 1017.23 -1.82692e+07 -1.52925e+07 5.70466e+06
1146.75 1674.24 -2.2352e+06 -2.05666e+06 0
1239.4 1044.22 -1.94549e+07 -1.55161e+07 6.35004e+06
1384.1 1683.47 -4.89075e+06 -1.97319e+06 773807
1254.63 1631.42 -4.56543e+06 -2.93396e+06 643434
1264.07 1660.04 -3.82994e+06 -2.27598e+06 351095
1388.92 1650.72 -5.8289e+06 -2.65205e+06 1.12503e+06
1546.88 1673.28 -7.36875e+06 -2.07052e+06 1.565e+06
1295.89 1602.41 -5.80649e+06 -3.56595e+06 1.14061e+06
1144.92 1552.86 -5.62551e+06 -4.55987e+06 1.05006e+06
1458.19 1622.05 -7.47197e+06 -3.31905e+06 1.75137e+06
938.15 820.811 -2.40551e+07 -1.91314e+07 7.72227e+06
1418.17 1636 -6.53436e+06 -2.87196e+06 1.40402e+06
415.424 1419.29 -7.02721e+06 -6.97387e+06 1.54571e+06
1224.33 1665.6 -3.06811e+06 -2.13693e+06 56600.9
1200.21 1596.06 -4.69299e+06 -3.57167e+06 747190
1860.66 1466.35 -1.31885e+07 -6.99809e+06 3.98039e+06
172.89 1551.83 -2.64442e+06 -4.39517e+06 53769
1282.11 1692.18 -3.11145e+06 -1.59623e+06 70458.9
1328.25 1079.94 -1.96925e+07 -1.51663e+07 6.42663e+06
1309.83 1649.94 -4.62523e+06 -2.46933e+06 702016
1344.65 1646.89 -5.27722e+06 -2.64206e+06 922184
1235.94 1591.29 -5.38722e+06 -3.78232e+06 973059
1343.59 1664.18 -4.80684e+06 -2.25198e+06 737710
1215.23 1620.25 -4.16965e+06 -2.99257e+06 522457
225.113 939.229 -1.92336e+07 -1.56478e+07 5.89126e+06
1449.31 1683.97 -5.78054e+06 -1.90315e+06 1.08361e+06
591.591 1642.78 -1.49575e+06 -2.29879e+06 0
590.768 1639.68 -1.65251e+06 -2.41819e+06 0
1224.07 1434.31 -9.17933e+06 -6.89845e+06 2.46806e+06
1325.18 1653.83 -4.73375e+06 -2.36411e+06 738958
1123.04 1631.86 -3.21486e+06 -2.81046e+06 117624
1569.9 1649.48 -8.14698e+06 -2.67665e+06 1.88102e+06
73.2812 1574.9 -1.96338e+06 -4.12657e+06 0
1559.66 1684.03 -7.26274e+06 -1.82625e+06 1.50477e+06
1461.4 1683.91 -5.89341e+06 -1.82543e+06 1.14061e+06
1308.04 1643.85 -4.73399e+06 -2.52842e+06 748480
1497.91 1666.96 -6.91626e+06 -2.42439e+06 1.49055e+06
1469.41 1682.41 -6.05138e+06 -1.97445e+06 1.20409e+06
1449.32 1701.24 -5.30313e+06 -1.61276e+06 928400
1436.43 1613.32 -7.3817e+06 -3.4243e+06 1.73036e+06
23.9189 890.114 -2.09122e+07 -1.64123e+07 1.43673e+06
1433.95 1670.46 -5.9032e+06 -2.19398e+06 1.14426e+06
1213.02 1575.95 -5.36975e+06 -3.97974e+06 1.01547e+06
48.5381 1595.06 -1.82685e+06 -4.06677e+06 0
1381.75 1687.01 -4.75642e+06 -1.86976e+06 717050
1201.98 1677.32 -2.51798e+06 -1.95889e+06 0
749 921.913 -2.07711e+07 -1.71682e+07 6.60983e+06
896.923 947.93 -2.02297e+07 -1.66206e+07 6.41516e+06
1180.93 1580.54 -5.05458e+06 -3.95329e+06 861100
1244.99 1583.16 -5.67268e+06 -3.9052e+06 1.0912e+06
1439.92 1686.03 -5.59172e+06 -1.96731e+06 1.03191e+06
619.097 1640.31 -1.58417e+06 -2.39099e+06 0
1338.83 1695.84 -3.85579e+06 -1.61211e+06 388766
1271.11 1608.72 -5.3378e+06 -3.36309e+06 948148
1097.94 1207.48 -1.46206e+07 -1.19962e+07 4.36464e+06
1189.5 1689.97 -2.07676e+06 -1.77083e+06 0
1761.82 1366.6 -1.53315e+07 -9.21338e+06 4.82172e+06
1187.59 1681.42 -2.43797e+06 -2.00346e+06 0
1378.9 1562.91 -7.94327e+06 -4.40526e+06 1.9376e+06
1408.59 1551.92 -8.68286e+06 -4.8226e+06 2.20228e+06
1434.59 1596.47 -7.76826e+06 -3.76068e+06 1.87666e+06
1284.82 1679.21 -3.55019e+06 -1.94518e+06 259977
1357.7 1637.08 -5.64101e+06 -2.7221e+06 1.086e+06
1448.42 1683.87 -5.77035e+06 -1.89549e+06 1.07721e+06
810.879 1507.11 -5.11428e+06 -5.35687e+06 929752
893.88 1157.43 -1.49513e+07 -1.27152e+07 4.48447e+06
1738.8 1374.49 -1.50351e+07 -8.87749e+06 4.72576e+06
1385.01 1666.63 -5.27904e+06 -2.17943e+06 933543
326.973 1605.02 -1.93509e+06 -3.33001e+06 0
873.388 1161.87 -1.47244e+07 -1.26379e+07 4.39905e+06
1282.67 1603.14 -5.52245e+06 -3.40254e+06 1.04897e+06
1406.68 1580.81 -7.75614e+06 -3.98491e+06 1.89025e+06
1615.93 1066.09 -2.32945e+07 -1.65857e+07 7.74708e+06
1417.94 1686.79 -5.2582e+06 -1.86953e+06 906568
1064.96 1240.74 -1.35305e+07 -1.11932e+07 3.95318e+06
1384.2 1686.83 -4.78239e+06 -1.83907e+06 727403
1332.19 1552.72 -7.57188e+06 -4.69016e+06 1.80826e+06
1345.14 1668.9 -4.7548e+06 -2.22608e+06 708445
1253.72 1677.95 -3.30004e+06 -2.01701e+06 123791
1098.54 1439.14 -8.42275e+06 -6.94691e+06 2.06057e+06
1434.8 1686.32 -5.48424e+06 -1.8181e+06 991522
1370.32 1604.87 -6.6671e+06 -3.44233e+06 1.47485e+06
1768.55 1295.85 -1.70811e+07 -1.0883e+07 5.49292e+06
1415.35 1693.37 -5.02718e+06 -1.6428e+06 821007
1360.71 1624.5 -6.05035e+06 -3.05331e+06 1.23143e+06
1544.1 1005.46 -2.45455e+07 -1.81702e+07 8.14897e+06
1191.35 1581.99 -4.97591e+06 -3.83463e+06 851142
1376.96 1589.97 -7.18402e+06 -3.78862e+06 1.65781e+06
863.433 1523.25 -4.58145e+06 -4.86622e+06 705604
1293.83 1617 -5.31644e+06 -3.1695e+06 970034
1306.74 1621.76 -5.37519e+06 -3.09187e+06 981874
759.946 1527.57 -4.21154e+06 -4.809e+06 605978
1397.93 1602.6 -7.17024e+06 -3.63534e+06 1.64839e+06
518.152 1635.49 -1.77783e+06 -2.62328e+06 0
1027.23 1520.28 -5.89524e+06 -5.27541e+06 1.13674e+06
275.113 1545.11 -3.48526e+06 -4.75526e+06 223375
1876.45 1327.97 -1.65833e+07 -1.01654e+07 5.28513e+06
1153.9 1593.24 -4.37823e+06 -3.55354e+06 586539
1404.88 1627.9 -6.60965e+06 -3.12598e+06 1.4355e+06
1304.23 1586.44 -6.32595e+06 -3.89735e+06 1.34319e+06
1185.09 1592.36 -4.797e+06 -3.71853e+06 773535
1653.51 1700.01 -6.69413e+06 -1.61578e+06 1.52047e+06
507.58 821.63 -2.35924e+07 -1.86351e+07 7.62578e+06
31.1884 1018.64 -1.73779e+07 -1.45505e+07 1.34633e+06
1431.4 1690.7 -5.33941e+06 -1.79638e+06 938054
1263.67 1645.1 -4.23061e+06 -2.63217e+06 517935
1384.85 1695.72 -4.49031e+06 -1.58074e+06 638551
1436.95 1690.32 -5.42066e+06 -1.85112e+06 976120
313.478 1581.59 -2.43375e+06 -3.81648e+06 0
1491.19 1618.31 -8.00425e+06 -3.36915e+06 1.93894e+06
1315.88 1696.12 -3.53397e+06 -1.61882e+06 239547
1205.38 1679.08 -2.56167e+06 -1.96629e+06 0
1430.07 1627.42 -6.92204e+06 -3.06464e+06 1.5462e+06
1302.19 1667.42 -4.03416e+06 -2.0778e+06 464059
733.322 1564.63 -3.46296e+06 -4.12281e+06 313470
1354.14 1613.84 -6.21152e+06 -3.26781e+06 1.29999e+06
1153.86 1683.46 -2.10787e+06 -1.95896e+06 0
1330.32 1638.51 -5.23456e+06 -2.79012e+06 941389
1845.04 1010.64 -2.46178e+07 -1.85532e+07 8.44214e+06
1472.28 1558.14 -9.29261e+06 -4.67116e+06 2.42113e+06
1120.69 1671.97 -2.15359e+06 -2.1017e+06 0
1217.44 1624.86 -4.03739e+06 -2.88459e+06 474241
1295.7 1684.3 -3.5817e+06 -1.84396e+06 250880
1301.03 1693 -3.34992e+06 -1.60601e+06 168737
1331.33 1661.11 -4.67163e+06 -2.27583e+06 697209
357.032 1076.4 -1.6143e+07 -1.36286e+07 4.86001e+06
1290.66 1593.87 -5.9397e+06 -3.69429e+06 1.19844e+06
536.129 1635.96 -1.70284e+06 -2.54068e+06 0
1291.17 1678.25 -3.65016e+06 -1.90864e+06 285956
526.351 1642.02 -1.5479e+06 -2.4044e+06 0
534.035 1630.05 -1.78679e+06 -2.60655e+06 0
1340.76 1650.75 -5.05666e+06 -2.46406e+06 855363
1782.69 1312.4 -1.67102e+07 -1.05281e+07 5.35852e+06
1357.36 1672.54 -4.7482e+06 -2.08178e+06 725147
604.919 1637.39 -1.81687e+06 -2.5832e+06 0
1342.08 1592.08 -6.73414e+06 -3.82615e+06 1.47373e+06
1122.13 1605.81 -4.1269e+06 -3.47951e+06 482554
1436.88 1615.14 -7.38212e+06 -3.49745e+06 1.72438e+06
1494.18 1637.21 -7.59964e+06 -2.89935e+06 1.73753e+06
1977.58 1140.71 -2.17419e+07 -1.49487e+07 7.3114e+06
601.31 1644.82 -1.70045e+06 -2.5019e+06 0
1069.23 968.516 -2.04998e+07 -1.67161e+07 6.5623e+06
1355.99 1673.89 -4.71817e+06 -2.0587e+06 705650
44.8721 1572.67 -2.01874e+06 -4.30782e+06 0
1463.78 1565.62 -9.01013e+06 -4.58361e+06 2.32982e+06
1461.54 1557.81 -9.13545e+06 -4.70539e+06 2.40138e+06
1449.82 1632.42 -7.04951e+06 -2.92939e+06 1.58975e+06
1382.15 1677.16 -5.0274e+06 -2.04896e+06 818516
1189.87 1694.3 -2.04106e+06 -1.72346e+06 0
1149 1596.44 -4.28998e+06 -3.49554e+06 545597
1306.69 1587.22 -6.26812e+06 -3.80556e+06 1.32865e+06
995.42 1266.21 -1.25262e+07 -1.0578e+07 3.58381e+06
1144.72 1591.29 -4.57847e+06 -3.69478e+06 644961
1318.12 1664.88 -4.34986e+06 -2.18154e+06 582054
1102.08 1580.71 -4.66106e+06 -3.98616e+06 673642
1501.22 940.195 -2.55149e+07 -1.95748e+07 8.64348e+06
1254.93 1539.04 -7.00276e+06 -4.81711e+06 1.59407e+06
1294.27 1694.66 -3.31896e+06 -1.71297e+06 154181
989.046 1193.16 -1.4144e+07 -1.20163e+07 4.18042e+06
1337.08 1660.96 -4.69168e+06 -2.18635e+06 728702
1443.12 1669.2 -6.00616e+06 -2.14111e+06 1.19909e+06
1110.46 1677.86 -2.09877e+06 -2.05884e+06 0
1287.26 1589.73 -6.04716e+06 -3.79959e+06 1.22797e+06
1333.32 1661.29 -4.74385e+06 -2.37354e+06 727297
455.875 1345.58 -8.85785e+06 -8.35565e+06 2.27559e+06
467.688 1332.99 -9.39607e+06 -8.74241e+06 2.4673e+06
1298.71 1580.54 -6.27944e+06 -3.85131e+06 1.35302e+06
658.186 1588.81 -2.8852e+06 -3.49896e+06 101555
469.879 1626.51 -1.65695e+06 -2.69636e+06 0
990.271 1622.37 -2.68799e+06 -3.00613e+06 58170.3
1183.95 1613.41 -4.07696e+06 -3.16896e+06 485077
1230.56 1598.71 -4.99988e+06 -3.47885e+06 855343
1177.06 1689.09 -1.98401e+06 -1.78678e+06 0
69.4054 1010.27 -1.76408e+07 -1.45173e+07 2.83469e+06
1331.7 1699.64 -3.72872e+06 -1.65971e+06 301712
1064.81 1639.76 -2.60803e+06 -2.66807e+06 46736.4
1308.66 1670.34 -4.132e+06 -2.1202e+06 484930
120.922 889.043 -2.10648e+07 -1.65596e+07 5.54338e+06
293.035 1427.04 -6.25458e+06 -6.67625e+06 1.29806e+06
1306.26 1687.41 -3.65615e+06 -1.81957e+06 275058
1398.52 1589.81 -7.46606e+06 -3.85727e+06 1.76746e+06
1500.52 1578.12 -9.15093e+06 -4.25137e+06 2.34783e+06
1341.55 1658.1 -4.87995e+06 -2.31999e+06 786314
1355.02 1699.19 -4.00752e+06 -1.53394e+06 439897
1310.17 1647.5 -4.79749e+06 -2.63913e+06 742927
1332.23 1649.98 -4.98114e+06 -2.52187e+06 821821
1235.35 1285.65 -1.34508e+07 -1.04736e+07 3.99908e+06
1280.58 1606.18 -5.53337e+06 -3.4578e+06 1.02663e+06
1255.62 1291.95 -1.34003e+07 -1.0136e+07 4.01826e+06
336.56 1228.76 -1.20866e+07 -1.08721e+07 3.39488e+06
1988.85 1033.93 -2.43074e+07 -1.77031e+07 8.30657e+06
1232.97 1695.51 -2.44156e+06 -1.62979e+06 0
1355.69 1665.43 -4.88578e+06 -2.19938e+06 789590
1271.62 1593.39 -5.61625e+06 -3.56627e+06 1.08835e+06
1928.11 1284.48 -1.7948e+07 -1.12909e+07 5.82397e+06
53.8897 1040.83 -1.70823e+07 -1.41356e+07 2.18672e+06
1230.33 1699.54 -2.41839e+06 -1.66564e+06 0
776.965 979.625 -1.90934e+07 -1.59892e+07 6.03715e+06
1240.19 1263.05 -1.41003e+07 -1.09903e+07 4.243e+06
1289.65 1626.25 -4.96406e+06 -2.89237e+06 836033
1766.53 1439.53 -1.36528e+07 -7.59453e+06 4.17415e+06
1529.03 1476.62 -1.21078e+07 -6.45953e+06 3.4378e+06
1349.78 1595.8 -6.6907e+06 -3.68384e+06 1.4692e+06
1257.05 1628.91 -4.63181e+06 -2.99655e+06 668748
1243.08 1616.94 -4.63551e+06 -3.07311e+06 704171
524.217 1610.16 -2.1853e+06 -3.01629e+06 0
1440.43 1553.64 -8.97494e+06 -4.73335e+06 2.33752e+06
1428.94 1649.17 -6.31486e+06 -2.54489e+06 1.32842e+06
156.793 1173.59 -1.32852e+07 -1.19788e+07 3.4511e+06
1215.18 1689.94 -2.28344e+06 -1.69146e+06 0
1148.54 1654.22 -2.77921e+06 -2.39866e+06 17639.1
1241.87 1632.45 -4.12151e+06 -2.71636e+06 502387
941.087 1341.29 -1.00348e+07 -8.83246e+06 2.67351e+06
433.302 1580.64 -2.88314e+06 -3.68923e+06 132581
741.119 1177 -1.35722e+07 -1.19301e+07 4.02633e+06
1186.28 1591.98 -4.85495e+06 -3.7764e+06 794478
1283.58 1557.52 -6.80464e+06 -4.43834e+06 1.53097e+06
326.332 1587.92 -2.20552e+06 -3.5483e+06 0
1316.17 1586.24 -6.40312e+06 -3.86205e+06 1.39004e+06
1283.19 1110.36 -1.84166e+07 -1.44111e+07 5.91922e+06
1227.6 975.405 -2.1357e+07 -1.73108e+07 7.02226e+06
1383.53 1351.71 -1.34044e+07 -9.05142e+06 4.02622e+06
14.6545 904.965 -2.02586e+07 -1.58251e+07 778245
1260.47 1269.36 -1.40123e+07 -1.05952e+07 4.26218e+06
1309.34 1665.5 -4.23268e+06 -2.18544e+06 532567
1159.62 1682.11 -2.07028e+06 -1.89521e+06 0
1157.81 1604.07 -4.08395e+06 -3.3027e+06 471541
1223.94 1604.85 -4.85852e+06 -3.49147e+06 773908
259.033 1574.3 -2.63838e+06 -4.06834e+06 45297.8
1379.02 1616.99 -6.54441e+06 -3.3313e+06 1.41018e+06
1015.39 1378.06 -9.36339e+06 -8.08073e+06 2.40336e+06
1359.21 1636.49 -5.66566e+06 -2.74629e+06 1.0981e+06
1390.52 1698.34 -4.56329e+06 -1.60597e+06 648043
1260.6 1610.05 -5.18358e+06 -3.37032e+06 888375
1319.99 1658.98 -4.56435e+06 -2.34478e+06 662708
1279.96 1688.31 -3.17135e+06 -1.64645e+06 92959.3
632.58 820.712 -2.37317e+07 -1.88191e+07 7.62454e+06
1364.61 1665.48 -4.97823e+06 -2.13825e+06 833876
441.883 1588.56 -2.58975e+06 -3.48077e+06 44858
683.627 814.761 -2.35777e+07 -1.86121e+07 7.55727e+06
1152.42 1630.85 -3.54047e+06 -2.92382e+06 253531
1429.95 1601.03 -7.57009e+06 -3.59222e+06 1.80522e+06
1949.35 1718.67 -7.05418e+06 -1.6939e+06 1.57432e+06
1148.12 1564.83 -5.31434e+06 -4.25216e+06 936093
1329.37 1601.01 -6.1659e+06 -3.45336e+06 1.3036e+06
1209.31 1589.67 -5.12887e+06 -3.84372e+06 890923
1146.57 1616.62 -3.76632e+06 -3.11752e+06 345724
1323.58 1611.27 -5.83673e+06 -3.25743e+06 1.16659e+06
1137.22 1284.79 -1.26965e+07 -1.03046e+07 3.66288e+06
1417.05 1639.87 -6.41994e+06 -2.77606e+06 1.36171e+06
1383.79 1676.64 -5.07063e+06 -2.12573e+06 841260
586.632 1645.71 -1.654e+06 -2.41133e+06 0
1340.43 1602.77 -6.36127e+06 -3.52878e+06 1.35866e+06
756.406 863.752 -2.20243e+07 -1.78232e+07 7.05836e+06
536.383 1402.1 -7.95958e+06 -7.44541e+06 1.90482e+06
1134.17 1598.46 -4.20294e+06 -3.50608e+06 490657
1442.61 1614.62 -7.43207e+06 -3.44861e+06 1.756e+06
539.537 1622.38 -1.83148e+06 -2.66697e+06 0
483.189 1621.32 -1.71186e+06 -2.70496e+06 0
1187.92 1620.99 -3.92204e+06 -3.05743e+06 427275
150.922 1538.96 -3.45247e+06 -4.85033e+06 188396
1090.26 1559.78 -4.86476e+06 -4.22906e+06 749841
1108.36 1658.37 -2.48906e+06 -2.39501e+06 15142.9
1428.4 1675.45 -5.70822e+06 -2.17496e+06 1.08029e+06
1104.14 1655.52 -2.5713e+06 -2.42859e+06 26544.2
1153.88 1652.16 -2.81913e+06 -2.38907e+06 17639.1
1256.98 1628.12 -4.46646e+06 -2.83275e+06 635880
1338.1 1641.68 -5.27642e+06 -2.6671e+06 938223
127.823 1287.67 -9.77501e+06 -9.64084e+06 2.09686e+06
1230.32 1666.79 -3.27247e+06 -2.20835e+06 108114
595.406 1250.91 -1.2028e+07 -1.0562e+07 3.33834e+06
1183.99 1695.25 -2.0236e+06 -1.77057e+06 0
1259.43 847.199 -2.49166e+07 -2.00361e+07 8.3308e+06
604.22 1639.98 -1.71815e+06 -2.50743e+06 0
230.452 1553.14 -2.87053e+06 -4.37739e+06 91932.9
1480.25 825.088 -2.77737e+07 -2.23372e+07 9.70735e+06
609.308 1643.47 -1.58651e+06 -2.41746e+06 0
1878.28 972.874 -2.52657e+07 -1.91972e+07 8.7393e+06
1417.75 1695.13 -4.99681e+06 -1.60684e+06 816975
1321.75 1662.41 -4.55517e+06 -2.33425e+06 639945
1184.05 1497.47 -7.09531e+06 -5.54583e+06 1.67043e+06
599.585 1633.89 -1.82434e+06 -2.56885e+06 0
1625.4 1677.21 -7.73598e+06 -2.20201e+06 1.75882e+06
737.777 1607.44 -2.18697e+06 -3.29747e+06 24403
604.673 1637.38 -1.69012e+06 -2.47199e+06 0
1450.76 1600.33 -7.92703e+06 -3.80399e+06 1.93095e+06
1339.01 1681.02 -4.21847e+06 -1.83975e+06 530432
519.762 1577.06 -3.2114e+06 -3.7327e+06 192969
1343.32 1636.53 -5.5931e+06 -2.89695e+06 1.03426e+06
1160.87 1676.69 -2.26835e+06 -2.00966e+06 0
191.505 1304.26 -9.20012e+06 -9.15402e+06 2.31946e+06
1178.11 1687.56 -2.05624e+06 -1.82934e+06 0
1411.7 1596.45 -7.46876e+06 -3.71941e+06 1.76477e+06
1923.41 1708.58 -7.19049e+06 -1.80163e+06 1.67981e+06
666.319 1352.41 -9.2963e+06 -8.49146e+06 2.40337e+06
1179.17 1648.15 -3.13807e+06 -2.49529e+06 99179.2
1225.86 1642.87 -3.68854e+06 -2.53907e+06 312001
1342.16 1655.59 -4.84275e+06 -2.25224e+06 810862
1185.14 1615.09 -4.24373e+06 -3.30188e+06 547995
1418.73 1555.99 -8.64697e+06 -4.6443e+06 2.20967e+06
1301.41 1677.35 -3.78311e+06 -1.93729e+06 352493
1491.54 1653.94 -7.11031e+06 -2.61286e+06 1.57024e+06
1470.37 1634.46 -7.29229e+06 -2.9763e+06 1.68036e+06
522.767 831.287 -2.35087e+07 -1.86591e+07 7.56034e+06
732.366 1553.49 -3.55698e+06 -4.33334e+06 304231
439.021 870.432 -2.1982e+07 -1.75747e+07 6.99219e+06
1446.85 1577.53 -8.41014e+06 -4.14801e+06 2.11956e+06
1860.82 1689.58 -7.51899e+06 -1.94134e+06 1.78716e+06
1378.44 1697.92 -4.41895e+06 -1.61894e+06 587571
509.148 1605.31 -2.55714e+06 -3.23411e+06 46563.9
1429.38 810.978 -2.76243e+07 -2.25448e+07 9.54485e+06
147.525 813.777 -2.28691e+07 -1.79235e+07 7.11428e+06
1196.83 1687.1 -2.15397e+06 -1.76142e+06 0
1351 1388.84 -1.19104e+07 -8.04345e+06 3.49815e+06
1181.14 1662.27 -2.7182e+06 -2.19936e+06 12107.1
207.616 1576.96 -2.3202e+06 -4.10507e+06 0
1325.72 1654.81 -4.72722e+06 -2.3589e+06 734578
1096.15 1595.86 -4.08511e+06 -3.63562e+06 468398
1291.68 1691.55 -3.22114e+06 -1.57215e+06 121360
1336.23 1676.41 -4.25434e+06 -1.86953e+06 562532
1419 1702.82 -4.85322e+06 -1.58078e+06 761832
1294.93 1693.63 -3.18725e+06 -1.52216e+06 113250
1206.5 1594.65 -4.77762e+06 -3.55501e+06 789521
1416.54 1622.5 -6.84892e+06 -3.13606e+06 1.53001e+06
1185.7 1612.46 -4.25374e+06 -3.29872e+06 551713
10.9185 957.427 -1.92289e+07 -1.52813e+07 589468
1324.48 1565.05 -7.12725e+06 -4.36313e+06 1.65623e+06
1224.06 1694.92 -2.37164e+06 -1.70364e+06 0
1386.35 1674.75 -5.1495e+06 -2.13781e+06 871334
1398.69 1702.45 -4.60059e+06 -1.59974e+06 653346
1351.91 1644.17 -5.4564e+06 -2.68014e+06 991577
1458.8 1606.64 -7.84828e+06 -3.66534e+06 1.91061e+06
1378.54 1659.29 -5.34402e+06 -2.28581e+06 972068
80.992 1595.06 -2.01718e+06 -3.98004e+06 0
1419.35 1691.35 -5.1333e+06 -1.71654e+06 861913
1252.87 1627.99 -4.38194e+06 -2.74886e+06 611697
1340.68 1688.33 -4.1227e+06 -1.77589e+06 470070
1500.14 1268.79 -1.71645e+07 -1.13616e+07 5.39598e+06
1471.06 1626.41 -7.50399e+06 -3.16208e+06 1.76289e+06
591.348 1501.14 -5.40299e+06 -5.42435e+06 931657
1348.43 1685.83 -4.26007e+06 -1.77349e+06 538405
1217.06 1694.89 -2.34811e+06 -1.7605e+06 0
1305.25 1672.22 -4.01296e+06 -2.06345e+06 431133
945.73 857.488 -2.30366e+07 -1.84235e+07 7.41004e+06
1398.87 1658.21 -5.75854e+06 -2.48853e+06 1.09784e+06
1403.84 1650.1 -6.0459e+06 -2.66411e+06 1.20665e+06
1196.42 1599.98 -4.47359e+06 -3.39563e+06 670953
185.925 1381.25 -7.09786e+06 -7.761e+06 1.53672e+06
1570.4 900.919 -2.72207e+07 -2.08496e+07 9.28917e+06
181.08 1552.15 -2.78272e+06 -4.50095e+06 53769
1435.38 1687.18 -5.50418e+06 -1.89913e+06 993283
640.719 1110.76 -1.59493e+07 -1.34272e+07 4.80374e+06
1342.15 1656.46 -4.99328e+06 -2.41277e+06 814022
690.597 1352.52 -9.30652e+06 -8.71674e+06 2.40799e+06
903.639 925.481 -2.09827e+07 -1.71424e+07 6.69083e+06
1333.93 1237.77 -1.57098e+07 -1.15364e+07 4.90576e+06
1220.52 1613.54 -4.52811e+06 -3.27215e+06 660405
1793.37 1194.55 -1.96688e+07 -1.34264e+07 6.49982e+06
1316.1 1553.98 -7.22299e+06 -4.44289e+06 1.70878e+06
1375.17 1588.56 -7.26461e+06 -3.92833e+06 1.67858e+06
1330.53 1587.43 -6.6572e+06 -3.90235e+06 1.45654e+06
477.838 1540.16 -4.098e+06 -4.60674e+06 520727
76.7574 1603.53 -1.78838e+06 -3.84007e+06 0
1603.73 1328.44 -1.64452e+07 -1.00367e+07 5.1034e+06
906.302 1572.69 -3.74447e+06 -4.1104e+06 365401
1240.23 1659.24 -3.49653e+06 -2.29821e+06 214260
1411.7 1697.6 -4.91988e+06 -1.72892e+06 774182
1879.6 979.793 -2.52358e+07 -1.92065e+07 8.73942e+06
1148.03 1641.4 -3.18587e+06 -2.69111e+06 121490
948.104 1117.39 -1.62193e+07 -1.36201e+07 4.95009e+06
377.118 1060.09 -1.65897e+07 -1.37756e+07 5.03383e+06
1533.68 1106.59 -2.17222e+07 -1.53558e+07 7.07696e+06
1213.54 1679.43 -2.61259e+06 -1.95085e+06 0
1116 1584.66 -4.47214e+06 -3.79201e+06 595103
1430.81 1698.66 -5.07264e+06 -1.54868e+06 848689
1124.67 1585.82 -4.50124e+06 -3.78151e+06 613082
1227.03 1696.58 -2.39853e+06 -1.67868e+06 0
1113.02 1590.81 -4.34648e+06 -3.68905e+06 546786
1121.69 1591.98 -4.38216e+06 -3.68416e+06 564765
1808.45 1504 -1.20221e+07 -6.04747e+06 3.56577e+06
1299.59 1691.26 -3.38418e+06 -1.6343e+06 186979
1436.7 1592.19 -7.92553e+06 -3.83276e+06 1.92443e+06
172.782 1195.67 -1.25753e+07 -1.15915e+07 3.34857e+06
172.555 1206.08 -1.20142e+07 -1.11331e+07 3.15237e+06
1264.19 1655.11 -3.98305e+06 -2.40056e+06 403394
1334.35 1696.71 -3.74583e+06 -1.56927e+06 336254
1414.72 1631.89 -6.56755e+06 -2.92261e+06 1.42856e+06
1212.37 918.833 -2.27263e+07 -1.85857e+07 7.50769e+06
341.52 1616.78 -1.85941e+06 -3.1768e+06 0
1118.25 1421.8 -9.02593e+06 -7.29838e+06 2.28159e+06
1129.18 1556.67 -5.31849e+06 -4.40001e+06 910091
911.807 925.782 -2.13165e+07 -1.74405e+07 6.77494e+06
1386.96 1695.05 -4.55347e+06 -1.63058e+06 658100
1161.14 1529.04 -6.36233e+06 -5.06511e+06 1.33176e+06
1197.84 1609.99 -4.4505e+06 -3.38229e+06 634859
1935.6 1573.06 -1.05588e+07 -4.40452e+06 2.97234e+06
995.775 1223.91 -1.357e+07 -1.13987e+07 3.96974e+06
1409.04 1693.42 -4.96698e+06 -1.77955e+06 803985
1312.67 1614.88 -5.66641e+06 -3.27778e+06 1.09502e+06
1439.69 1629.48 -6.96765e+06 -3.00332e+06 1.57357e+06
728.323 1105.7 -1.56677e+07 -1.33957e+07 4.77921e+06
1442.3 1607.45 -7.60933e+06 -3.60989e+06 1.8232e+06
1248.07 1690.66 -2.7325e+06 -1.64058e+06 0
1385.95 1633.71 -6.23307e+06 -3.00479e+06 1.27808e+06
