x z r
1301 1747.77 4.00395
1301.02 1745.44 4.51672
1299.48 1750.11 3.59579
1301.03 1745.12 4.67968
1300.85 1749.12 4.17818
1301.12 1747.46 4.12311
1298.1 1750.02 2.74379
1296.47 1747.93 0.680684
1300.71 1748.99 3.9998
1298.44 1750.02 2.8996
1301.12 1747.53 4.11863
1296.86 1748.94 1.4418
1296.76 1748.61 1.13289
1296.53 1745.36 2.18797
1301.12 1745.05 4.79711
1301.26 1745.26 4.8166
1300.74 1749 4.02673
1300.13 1749.58 3.75398
1301.1 1748.45 4.20966
1296.85 1748.67 1.17762
1300.48 1749.27 3.9065
1301.14 1746.31 4.30972
1301.2 1746.77 4.26392
1296.85 1745.02 2.48167
1301.29 1746.12 4.50093
1296.56 1746.03 1.53204
1296.63 1747.02 0.601277
1296.64 1746.81 0.775007
1301.22 1745.96 4.48937
1296.53 1747.89 0.610483
1300.47 1749.32 3.91812
1296.85 1749.05 1.55858
1297.9 1750.04 2.6922
1299.69 1750 3.67423
1299.65 1750.07 3.69248
1301.19 1746.98 4.22476
1296.67 1748.88 1.41961
1299.6 1749.91 3.54237
1300.94 1745 4.66999
1301.21 1746.32 4.37101
1300.57 1749.05 3.8903
1298.42 1749.96 2.83822
1296.64 1746.72 0.860759
1301.15 1747.94 4.17262
1296.57 1746.34 1.23357
1301.21 1746.67 4.29212
1297.4 1749.38 1.92398
1300.09 1749.56 3.71111
1298.5 1749.91 2.84237
1301 1747.37 4.00351
1296.46 1747.46 0.541689
1296.46 1745.9 1.6863
1299 1750.07 3.25916
1296.76 1748.72 1.24215
1296.49 1745.29 2.27225
1300.23 1749.65 3.87651
1298.92 1750.21 3.32287
1299.19 1749.9 3.2511
1301.16 1746.48 4.27941
1300.34 1749.42 3.8522
1300.08 1749.57 3.71297
1296.45 1746.92 0.795464
1296.46 1748.31 0.970511
1300.82 1748.65 3.98358
1300.02 1749.8 3.79592
1298.8 1750 3.07495
1299.01 1749.99 3.20113
1300.87 1745.2 4.50606
1300.95 1744.99 4.68413
1301.1 1746.52 4.21406
1301.29 1745.08 4.927
1299.97 1749.92 3.83393
1298.07 1749.8 2.53397
1301.18 1745.3 4.72328
1301.08 1747.52 4.07719
1301.25 1747.01 4.28014
1296.51 1745.05 2.50333
1301 1747.51 4.00176
1296.59 1745.27 2.27183
1301.28 1746.56 4.37904
1301.18 1748.4 4.27207
1301.27 1747.02 4.29494
1300.98 1745.06 4.66402
1296.68 1747.9 0.512518
1296.69 1745.45 2.0726
1296.49 1745.94 1.64484
1297.78 1749.96 2.57773
1299.45 1750.03 3.51682
1299.83 1749.83 3.66169
1296.67 1747.37 0.357069
1301.13 1747.28 4.13392
1301.26 1745.66 4.64518
1301.06 1746.1 4.29565
1296.61 1747.08 0.572997
1297.81 1749.79 2.42895
1299.09 1750.12 3.34736
1296.85 1748.68 1.19063
1301.04 1746.46 4.17587
1296.66 1747.76 0.427988
1296.99 1749.1 1.5964
1296.56 1745.19 2.3563
1298.22 1749.92 2.71101
1296.55 1746.42 1.16719
1301.07 1746.89 4.11359
1301.01 1746.81 4.06486
1298.21 1750.13 2.89413
1296.62 1745.49 2.04771
1296.6 1745.29 2.24556
1296.8 1748.53 1.05153
1301.17 1748.04 4.20372
1297.41 1749.45 1.99284
1296.62 1746.47 1.09455
1301.09 1745.49 4.55875
1297.37 1749.57 2.10723
1296.69 1745.32 2.20306
1296.55 1748.6 1.18984
1299.27 1750.12 3.46736
1296.57 1746.09 1.4721
1296.4 1747.86 0.701226
1297.77 1749.7 2.33436
1298.82 1750.13 3.19716
1296.71 1744.9 2.61756
1296.69 1745.72 1.8095
1296.63 1747.81 0.488102
1297 1749.09 1.58895
1301.08 1746.25 4.26585
1299.29 1750.09 3.45795
1299.86 1749.81 3.67739
1301.17 1747.59 4.16619
1299.94 1749.69 3.66843
1296.67 1746.98 0.610543
1296.52 1748.52 1.12818
1297.42 1749.77 2.30795
1300.24 1749.64 3.8829
1301.11 1744.96 4.82947
1300.89 1748.44 3.99877
1296.61 1745.52 2.01338
1301.29 1745.56 4.71043
1301.03 1745.32 4.5829
1300.98 1748.9 4.21815
1301.23 1746.43 4.36426
1298.26 1749.94 2.74534
1296.51 1748.04 0.724894
1300.74 1749.28 4.14254
1297.13 1749.25 1.75851
1301.07 1747.35 4.07732
1296.71 1745.1 2.41618
1298.06 1749.82 2.54937
1296.54 1745.43 2.11948
1301.22 1747.32 4.22558
1296.52 1746.52 1.09133
1300.58 1749.39 4.04666
1296.46 1747.32 0.572526
1300.78 1748.72 3.97194
1301.04 1748.09 4.08679
1301.19 1748.34 4.27659
1301.26 1747.37 4.26668
1296.42 1745.72 1.87471
1300.05 1749.78 3.80861
1301.1 1745.84 4.42137
1301.09 1745.94 4.38209
1301.03 1748.81 4.2385
1296.46 1747.58 0.547909
1296.55 1747.98 0.657779
1298.94 1750.13 3.26797
1297.19 1749.29 1.80233
1299.86 1749.83 3.68608
1296.65 1748.16 0.746763
1301.2 1747.34 4.20379
1301.17 1747.03 4.20045
1297.43 1749.66 2.19858
1300.81 1748.94 4.07213
1299.42 1749.91 3.41886
1301.15 1746.42 4.28709
1296.66 1745.2 2.32932
1301.1 1746.04 4.34967
1300.94 1748.76 4.13095
1299.12 1750.16 3.40018
1296.48 1745.1 2.45222
1298.34 1750.06 2.8878
1301.01 1747.04 4.03678
1296.5 1746.55 1.07088
1296.41 1746.21 1.42002
1297.07 1749.05 1.55536
1301.01 1746.44 4.1498
1300.55 1749.21 3.9435
1296.8 1748.87 1.38169
1296.58 1746.11 1.45159
1301.23 1745.73 4.59082
1296.56 1745.48 2.06436
1296.68 1746.34 1.20769
1296.64 1745.64 1.8971
1297.46 1749.58 2.13362
1298.72 1750.09 3.10896
1300.88 1748.61 4.04162
1301.16 1745.18 4.75807
1298.43 1749.99 2.86797
1296.62 1745.33 2.20099
1296.53 1745.8 1.7604
1297.25 1749.24 1.7595
1298.23 1749.89 2.69096
1296.78 1745.08 2.42515
1296.69 1746.11 1.42704
1296.53 1747.18 0.565186
1297.17 1749.34 1.84568
1296.66 1745.25 2.27133
1296.45 1747.25 0.599474
1301.21 1747.76 4.21318
1296.7 1745.76 1.76411
1301.07 1746.34 4.23311
1300.53 1749.11 3.87771
1296.46 1747.61 0.547551
1296.94 1749.18 1.68502
1296.57 1748.41 1.00291
1301.01 1746.61 4.10409
1300.74 1748.92 3.9972
1296.55 1745.54 2.01269
1296.66 1748.51 1.06829
1296.75 1748.54 1.07174
1298.43 1749.93 2.82018
1301.08 1745.69 4.4658
1300.16 1749.66 3.83193
1300.57 1749.4 4.04134
1297.03 1749.23 1.73279
1296.68 1746.35 1.18786
1297.46 1749.43 1.98202
1301.06 1745.02 4.7534
1301.27 1747.26 4.27315
1301.07 1745.64 4.47832
1298.7 1750.13 3.12838
1301.24 1747.88 4.25435
1301.28 1746.54 4.39004
1296.72 1748.64 1.17585
1296.57 1748.08 0.719861
1296.67 1747.12 0.498861
1300.38 1749.55 3.95504
1301.13 1746.1 4.36276
1298.04 1749.91 2.62466
1297.94 1749.86 2.54041
1296.77 1748.94 1.45892
1300.95 1748.22 4.01503
1296.39 1747.22 0.667147
1296.67 1747.94 0.554448
1300.9 1744.95 4.66024
1301.18 1745.95 4.45409
1301.23 1747.65 4.22846
1296.56 1748.31 0.92053
1300.44 1749.45 3.95957
1297.3 1749.54 2.05679
1301.2 1747.3 4.20733
1301.09 1746.68 4.17101
1296.69 1748.58 1.12418
1296.69 1745.65 1.87266
1296.59 1746.95 0.686143
1300.81 1749 4.09956
1297.01 1748.95 1.45312
1301.01 1747.3 4.01322
1296.58 1747.49 0.419327
1298.4 1750.14 2.99118
1300.51 1749.29 3.94106
1296.58 1745.59 1.95299
1297.19 1749.18 1.68919
1298.24 1749.96 2.75955
1296.58 1745.11 2.42668
1301.24 1748 4.2693
1301.14 1747.19 4.14737
1301.13 1747.23 4.14066
1301.03 1748.38 4.12333
1296.43 1747.93 0.715823
1300.92 1748.33 4.00988
1296.59 1746.45 1.12609
1299.17 1749.99 3.30036
1301.28 1746.2 4.47274
1296.79 1745.17 2.33901
1297.16 1749.51 2.0163
1301.12 1747.84 4.13837
1298.1 1749.82 2.57273
1296.59 1746.68 0.919021
1296.55 1745.97 1.59793
1296.65 1748.26 0.83985
1297.78 1749.84 2.46654
1301.08 1748.12 4.12521
1299.73 1749.78 3.55931
1299.14 1750.1 3.36775
1301.04 1745.97 4.32274
1300.01 1749.72 3.73704
1296.42 1748.07 0.815797
1296.56 1745.31 2.2292
1301.11 1747.12 4.12523
1300.93 1748.6 4.0824
1297.91 1749.96 2.6247
1296.42 1747.22 0.649153
1299.68 1749.86 3.56704
1296.62 1747.34 0.411383
1296.55 1746.1 1.46807
1296.66 1746.26 1.28679
1296.6 1744.92 2.61251
1296.55 1745.36 2.18316
1298.19 1750.03 2.79886
1296.4 1747.42 0.60379
1296.76 1748.85 1.36907
1296.93 1748.8 1.30687
1296.76 1748.54 1.06662
1298.95 1750.05 3.20761
1301 1747.07 4.02394
1296.41 1747.35 0.607462
1296.82 1748.69 1.20438
1300.58 1749.46 4.07982
1296.75 1748.36 0.898197
1300.76 1749.11 4.08947
1297.71 1749.73 2.34066
1300.9 1748.62 4.05339
1301.14 1745.2 4.73618
1300.93 1745.17 4.57102
1296.69 1746.49 1.06106
1296.54 1748.45 1.05259
1300.24 1749.58 3.85052
1296.61 1747.43 0.399019
1300.86 1748.7 4.04346
1300.95 1745.13 4.60415
1296.58 1748.63 1.21084
1301.18 1747.16 4.18982
1296.42 1748.06 0.805172
1299.5 1749.89 3.46194
1300.56 1749.49 4.07363
1297.49 1749.49 2.0464
1300.91 1748.78 4.11561
1301 1747.54 4.00037
1296.63 1745.43 2.10717
1298.22 1749.9 2.69023
1298.78 1749.95 3.02899
1299.8 1749.86 3.6638
1297.47 1749.81 2.3607
1300.21 1749.42 3.74633
1297.62 1749.62 2.21231
1296.6 1746.49 1.08649
1296.66 1748.91 1.44941
1296.49 1745.72 1.85592
1299.52 1749.96 3.52211
1301.17 1745.24 4.74443
1296.62 1747.56 0.387731
1301.07 1747.81 4.0855
1296.43 1744.92 2.63937
1297.11 1749.38 1.88122
1296.85 1744.92 2.58093
1301.01 1748.29 4.09244
1300.86 1748.57 4.00387
1298.18 1750.11 2.86668
1296.4 1747.89 0.716519
1300.98 1748.91 4.22003
1298.51 1750.04 2.95586
1301.02 1745.97 4.2977
1296.68 1746.51 1.03979
1301.09 1745.63 4.5013
1296.67 1745.07 2.45668
1296.45 1745.39 2.17992
1296.75 1748.57 1.103
1296.44 1747.05 0.722487
1296.68 1745.7 1.82348
1299.13 1750 3.28605
1301 1745.17 4.62783
1300.87 1748.71 4.05313
1296.93 1749.13 1.62867
1301.29 1745.7 4.656
1296.54 1746.52 1.07953
1301.1 1746.57 4.20594
1300.79 1749.2 4.15321
1296.8 1749.14 1.65492
1301.05 1748.17 4.10371
1296.8 1749.1 1.61222
1300.79 1748.86 4.02648
1296.6 1747.31 0.437383
1296.77 1748.65 1.17381
1296.78 1744.92 2.58922
1301.26 1747.96 4.28149
1296.53 1748.1 0.761302
1299.63 1749.86 3.53849
1296.48 1746.94 0.768647
1296.6 1747.16 0.527274
1301.29 1745.19 4.87649
1300.47 1749.27 3.89761
1296.59 1745.17 2.36805
1296.42 1746.13 1.48472
1296.62 1746.89 0.721546
1296.52 1747.47 0.477648
1296.48 1746.58 1.05983
1296.57 1746.43 1.152
1296.63 1746.24 1.31006
1298.31 1750.08 2.89734
1300.99 1748.53 4.12106
1301.14 1745.03 4.82539
1300.13 1749.84 3.90897
1299.63 1749.89 3.55183
1298.79 1750.05 3.11424
1300.53 1749.16 3.90225
1297.07 1749.17 1.66698
1300.4 1749.63 4.01034
1301.06 1745.83 4.39321
1296.71 1744.99 2.52209
1296.68 1745.66 1.87285
1300.62 1749.2 4.0013
1301.29 1745.82 4.6085
1296.85 1748.95 1.46231
1300.81 1749.18 4.16001
1296.71 1745.12 2.3943
1299.16 1750.08 3.36077
1296.68 1745.88 1.64631
1296.77 1749.07 1.58639
1300.88 1748.78 4.08949
1296.87 1748.83 1.33478
1300.95 1748.83 4.16598
1296.67 1747.08 0.537088
1301 1747.09 4.02344
1301.16 1746.42 4.30116
1300.67 1749.1 4.0076
1296.41 1747.9 0.711757
1296.49 1747.25 0.570529
1300.94 1745.13 4.59606
1297.86 1749.95 2.59963
1301.1 1748.1 4.14704
1296.92 1748.86 1.35986
1296.56 1745.24 2.30517
1301.15 1746.94 4.18762
1301 1747.01 4.03341
1297.04 1749.38 1.8759
1300.55 1749.49 4.07149
1300.45 1749.32 3.90485
1300.61 1749.25 4.01215
1299.05 1750.18 3.37423
1300.31 1749.43 3.83708
1300.46 1749.28 3.8942
1301.26 1747.71 4.26289
1296.55 1747.52 0.447337
1301.13 1747.22 4.1443
1296.54 1746.79 0.847769
1297.6 1749.75 2.32436
1301.02 1745.68 4.41445
1297.57 1749.6 2.17569
1301.3 1745.21 4.87221
1301.09 1745.37 4.60577
1301.14 1748.2 4.19896
1301.29 1746.4 4.4249
1296.41 1746.03 1.58727
1301.09 1746.48 4.21257
1299.89 1749.77 3.67811
1296.5 1745.17 2.38653
1298.17 1750.04 2.79554
1296.4 1747.61 0.615449
1296.96 1749.26 1.76101
1300.49 1749.22 3.88888
1299.57 1750.02 3.59904
1298.96 1749.93 3.12352
1300.96 1748.14 4.0141
1301.29 1745.39 4.78267
1296.97 1749.34 1.84442
1301.07 1747.21 4.08023
1296.54 1745.45 2.09713
1296.46 1747.19 0.62678
1298.04 1749.87 2.58745
1296.49 1746.3 1.30496
1296.88 1748.86 1.36167
1297.03 1748.97 1.46645
1301.09 1745.22 4.68219
1299.5 1750.12 3.62037
1301.29 1746 4.54284
1300.93 1748.84 4.1514
1296.56 1746.03 1.53913
1298.59 1750.12 3.06276
1296.93 1748.95 1.45076
1296.42 1745.66 1.92544
1298.42 1750.16 3.01678
1300.13 1749.64 3.7895
1296.69 1745.45 2.07263
1301.17 1747.31 4.17452
1299.99 1749.7 3.70915
1296.73 1748.29 0.831373
1299.51 1750.12 3.6267
1298.15 1749.83 2.5958
1296.56 1744.9 2.63892
1301.1 1744.98 4.81517
1301.16 1745.46 4.63078
1300.21 1749.52 3.79321
1297.11 1749.38 1.88144
1301.13 1746.92 4.17278
1301.07 1746.93 4.1101
1301.08 1747.43 4.08072
1300.6 1749.01 3.90756
1300.26 1749.39 3.77212
1299.58 1750.09 3.65092
1301.03 1745.67 4.4215
1301.22 1745.6 4.62427
1296.68 1748.54 1.09037
1296.53 1748.27 0.900083
1301.05 1747.72 4.05835
1301.14 1747.63 4.13713
1300.55 1749.5 4.07298
1301.16 1747.44 4.16175
1299.91 1749.69 3.64048
1301.04 1748.27 4.10742
1296.69 1745.6 1.92548
1296.85 1745.17 2.33526
1296.5 1747.34 0.529061
1301.2 1747.48 4.20118
1296.88 1749.25 1.75375
1298 1749.83 2.53348
1299.94 1749.94 3.82058
1296.43 1745.28 2.28971
1296.59 1745.86 1.69513
1297.29 1749.58 2.09839
1300.99 1747.78 4.0012
1301.05 1747.29 4.05351
1296.69 1746.04 1.48848
1296.97 1749.08 1.5819
1296.8 1744.9 2.60801
1301.03 1745.57 4.4654
1299.02 1750.05 3.25799
1301.03 1745.61 4.45636
1300.97 1748.36 4.06732
1300.44 1749.34 3.90313
1296.56 1747.72 0.49117
1298.82 1750.2 3.25627
1297.17 1749.41 1.92109
1296.64 1746.88 0.711212
1301.19 1747.44 4.1909
1300.96 1748.46 4.07815
1298.17 1750.1 2.85302
1301.29 1746.03 4.53144
1296.75 1748.45 0.986302
1301.03 1747.68 4.0364
1296.52 1747.63 0.495165
1296.67 1747.31 0.385158
1301.09 1746.81 4.14948
1300.19 1749.78 3.9207
1301.09 1745.91 4.39147
1296.6 1748.2 0.805773
1296.71 1749 1.52549
1296.69 1748.94 1.46925
1296.79 1749.01 1.52116
1300.99 1748.21 4.04934
1296.52 1747.52 0.483283
1301.12 1746.9 4.16477
1301.27 1747.06 4.29131
1301.28 1745.87 4.58364
1298.88 1750.09 3.20247
1301.02 1746.2 4.22464
1296.58 1748.72 1.28614
1301.27 1747.1 4.28747
1300.52 1749.3 3.9531
1296.51 1745.28 2.27595
1301.01 1748.52 4.13438
1296.49 1745.11 2.44694
1301.26 1745.94 4.53621
1299.11 1749.91 3.2019
1299.26 1749.92 3.30897
1301 1747.89 4.02087
1300.55 1749.16 3.91567
1300.72 1749.22 4.10086
1300.18 1749.47 3.73746
1296.82 1749.17 1.67896
1300.47 1749.38 3.94424
1296.42 1747.26 0.627329
1297.25 1749.36 1.87596
1296.66 1748.81 1.34781
1300.73 1748.94 4.0008
1296.51 1748.55 1.15803
1300 1749.87 3.82677
1296.78 1744.99 2.5161
1297.17 1749.41 1.92281
1296.47 1747.57 0.529765
1301.03 1744.99 4.74756
1300.98 1748.91 4.22221
1297.55 1749.51 2.08817
1297.12 1749.16 1.66228
1297.02 1749.23 1.72804
1299.81 1749.72 3.5777
1301.05 1745.26 4.63003
1296.41 1748.1 0.83882
1301.22 1745.58 4.63611
1296.67 1747.33 0.369279
1300.54 1749.1 3.8868
1299.06 1750.19 3.38358
1301 1746.77 4.07007
1301.03 1745.49 4.50474
1300.36 1749.4 3.85672
1300.08 1749.63 3.74449
1300.17 1749.47 3.73289
1300.72 1748.97 4.00052
1299.9 1749.82 3.71241
1296.52 1744.96 2.5807
1296.52 1746.69 0.939662
1301.2 1748.32 4.28118
1296.58 1748.25 0.865254
1296.68 1748.12 0.696177
1301.27 1747.72 4.27245
1301.05 1748.55 4.18056
1296.58 1747.5 0.418315
1296.8 1748.81 1.32517
1296.56 1748.44 1.03591
1296.57 1747.48 0.432243
1296.73 1744.9 2.61648
1300.06 1749.73 3.79217
1301.2 1746.17 4.40298
1296.68 1745.03 2.48723
1299.1 1750.08 3.31989
1301.13 1747.49 4.12551
1297.7 1749.63 2.24176
1296.58 1745.98 1.58284
1301.04 1748.09 4.07997
1301.23 1745.32 4.76166
1296.61 1747.35 0.420766
1301.21 1746.97 4.24148
1301.22 1747.56 4.2213
1296.86 1748.83 1.33296
1298.22 1750.06 2.83452
1301.07 1747.11 4.09047
1296.69 1746.26 1.28032
1301.1 1748.21 4.16453
1301.29 1745.17 4.88356
1296.67 1746.31 1.23284
1301.12 1746.15 4.33412
1300.16 1749.8 3.90535
1296.58 1748 0.651912
1301.27 1746.76 4.3384
1300.38 1749.59 3.9719
1296.63 1746.95 0.667761
1301.08 1747.95 4.10162
1300.62 1748.98 3.91527
1296.68 1748.32 0.883183
1299.51 1749.91 3.48403
1296.57 1748.14 0.773734
1300.77 1749 4.05859
1301.16 1745.34 4.68405
1296.7 1745.39 2.13423
1298.73 1749.96 3.00616
1296.53 1744.91 2.63628
1301.3 1745.43 4.76846
1301.08 1745.62 4.4879
1301.12 1746.63 4.21291
1296.94 1749.01 1.51548
1296.84 1749.03 1.53389
1301.28 1746.14 4.49304
1296.58 1746.67 0.923788
1296.69 1748.09 0.668978
1297.09 1749.2 1.69808
1301.16 1748.15 4.21384
1301.29 1746.01 4.53746
1301.07 1748.17 4.1262
1296.46 1747.32 0.567132
1296.4 1747.48 0.599478
1300.33 1749.6 3.93847
1300.91 1748.65 4.07252
1301.29 1745.76 4.6354
1299.98 1749.77 3.74141
1297.92 1749.8 2.47419
1298.77 1750.2 3.22876
1296.58 1746.39 1.18949
1296.43 1744.98 2.58155
1301.27 1746.96 4.30523
1297.12 1749.2 1.70708
1296.52 1747.7 0.518533
1296.49 1745.87 1.70555
1300.83 1749.14 4.16675
1301.24 1745.55 4.66779
1301 1747.35 3.99879
1301.3 1745.24 4.86099
1299.89 1749.84 3.71598
1296.94 1749.29 1.78785
1299.13 1750.17 3.41731
1297.01 1749.14 1.6359
1296.45 1748.29 0.965739
1300.47 1749.18 3.85215
1300.95 1748.94 4.20704
1301.2 1746.12 4.42403
1301.16 1745.89 4.46314
1300.64 1749.05 3.95541
1296.47 1748.32 0.978319
1300.92 1748.53 4.0498
1299.65 1749.9 3.57592
1301 1745.11 4.65855
1301.11 1748.38 4.20132
1299.51 1749.97 3.51882
1300.96 1748.25 4.02855
1298.06 1749.89 2.61387
1297.72 1749.72 2.33688
1301.02 1747.83 4.03551
1300.38 1749.29 3.82769
1301.25 1745.08 4.8952
1296.68 1746.93 0.657541
1299.4 1749.87 3.37289
1296.76 1745.18 2.33095
1296.84 1744.98 2.52481
1301.09 1746.08 4.32977
1296.74 1745 2.51515
1301.17 1746.38 4.31676
1300.79 1749.15 4.13036
1299.65 1749.88 3.55671
1296.42 1745.31 2.26349
1297.98 1750.04 2.72049
1296.42 1745.8 1.79639
1301.2 1747.96 4.2256
1301.18 1747.77 4.19345
1300.85 1748.67 4.02239
1301.06 1748.59 4.20769
1299.6 1749.82 3.49057
1301.08 1747.28 4.08346
1298.03 1749.78 2.50009
1297.63 1749.6 2.18816
1301.23 1748.08 4.27047
1296.5 1745.21 2.34019
1299.21 1750.07 3.39034
1296.48 1746.05 1.53953
1296.53 1748.17 0.824061
1299.12 1750.21 3.44116
1296.63 1745.18 2.34518
1296.5 1745.91 1.66148
1296.69 1746.35 1.19093
1297.85 1749.7 2.35626
1301.02 1745.28 4.59506
1298.62 1750 2.98139
1296.78 1745.06 2.45225
1297.63 1749.89 2.46923
1296.4 1747.05 0.749514
1296.69 1745.63 1.89797
1296.66 1745.11 2.41711
1300.97 1748.41 4.06926
1296.84 1748.63 1.14468
1300.07 1749.78 3.82178
1299.91 1749.95 3.79945
1300.95 1748.45 4.06386
1299.59 1749.92 3.54598
1297.96 1749.89 2.57979
1299.91 1749.74 3.67441
1300.99 1748.63 4.14935
1297.16 1749.35 1.85741
1296.63 1747.26 0.442968
1298.51 1749.94 2.86551
1300.32 1749.6 3.92591
1296.63 1744.9 2.62445
1299.14 1749.96 3.2562
1296.65 1746.19 1.35114
1298.62 1750.21 3.16084
1301.06 1747.04 4.08794
1301.28 1746.92 4.31439
1296.56 1746.69 0.921187
1301.19 1747.19 4.19908
1296.62 1745.64 1.90072
1296.52 1748.26 0.89541
1296.48 1748.07 0.772411
1299.44 1750.13 3.58443
1296.53 1745.21 2.33468
1296.5 1746.99 0.716942
1296.95 1748.9 1.39817
1301.11 1748.37 4.19804
1297.69 1749.84 2.43768
1296.56 1747.53 0.439852
1300.35 1749.43 3.86545
1301.09 1747.06 4.11036
1299.63 1749.97 3.61227
1301.14 1745.34 4.67301
1298.17 1750.12 2.86615
1296.64 1748.03 0.636989
1296.45 1748.14 0.83951
1296.59 1748.55 1.12653
1300.43 1749.41 3.93134
1297.8 1750 2.62577
1300.16 1749.65 3.82461
1296.8 1748.52 1.04285
1296.42 1745.71 1.88393
1296.41 1746.06 1.55341
1300.53 1749.5 4.05947
1300.88 1745.15 4.53306
1297.51 1749.6 2.1655
1296.88 1749.06 1.56315
1301.12 1748 4.14646
1299.2 1750.02 3.33883
1296.9 1749.24 1.74043
1296.51 1745.64 1.9266
1301.28 1746.61 4.36898
1300.74 1748.92 4.00108
1296.65 1744.9 2.62274
1296.61 1748.23 0.827264
1296.43 1745.2 2.36597
1299.33 1749.96 3.38348
1298.09 1750.11 2.82894
1296.64 1747.01 0.608044
1301.15 1744.95 4.86865
1301.29 1746.06 4.52827
1301.09 1745.06 4.76473
1296.44 1748.26 0.945
1299.34 1750.14 3.52757
1300.97 1748.06 4.00913
1296.48 1747.69 0.553811
1296.57 1745.24 2.29878
1297.91 1749.88 2.55004
1301.14 1745.52 4.5865
1296.57 1746.07 1.49234
1301.06 1747.16 4.07609
1301.01 1747.23 4.01738
1301 1747.1 4.0198
1301.15 1746.94 4.18949
1301.22 1748.19 4.27686
1300.93 1745 4.65559
1299.8 1749.8 3.62028
1296.74 1748.77 1.29818
1300.79 1748.88 4.03566
1299.73 1750.02 3.71415
1296.64 1745.1 2.4312
1296.41 1747 0.779217
1296.66 1747.38 0.359543
1301.17 1745.91 4.46269
1298.13 1749.89 2.64735
1299.95 1749.62 3.63493
1301.09 1746.55 4.19692
1296.68 1745.26 2.26031
1300.59 1749.33 4.03163
1299.02 1750.11 3.29926
1301.08 1748.39 4.17704
1301.21 1745.53 4.64862
1301.15 1746 4.41503
1300.86 1748.84 4.09061
1301.25 1746.34 4.40253
1296.42 1746.1 1.51902
1296.41 1746.73 0.970748
1301.27 1744.95 4.97394
1299.75 1749.89 3.64515
1301.11 1745.84 4.43463
1296.95 1749.08 1.57841
1301.23 1746.55 4.33857
1301.09 1745.33 4.63383
1296.47 1747.5 0.525403
1301.22 1745.61 4.62367
1298.59 1750.03 2.98628
1301.29 1745.73 4.64163
1300.52 1749.42 4.00677
1296.58 1746.09 1.47366
1296.7 1745.33 2.18964
1298.35 1750.18 2.99643
1296.41 1747.5 0.592054
1299.52 1750.05 3.58458
1296.53 1747.1 0.6175
1296.63 1748.42 0.994854
1297.17 1749.43 1.93804
1300.94 1748.65 4.10715
1301.06 1747.66 4.06051
1301.24 1744.99 4.92843
1301.08 1745.23 4.67037
1296.51 1745.87 1.69991
1296.71 1748.65 1.18404
1301.29 1745.61 4.6884
1301.21 1746.59 4.30988
1298.81 1750.14 3.20116
1301.27 1745.48 4.72856
1296.55 1745.14 2.39937
1299.56 1749.89 3.50208
1300.22 1749.52 3.79623
1301.1 1747.35 4.10507
1298.69 1750.11 3.11099
1300.3 1749.36 3.78864
1297.46 1749.79 2.33558
1300.42 1749.46 3.94066
1301.08 1745.9 4.38141
1298.54 1749.92 2.86777
1296.73 1748.87 1.39296
1299.08 1750.06 3.30103
1298.45 1749.9 2.80596
1296.52 1747.12 0.613776
1300.51 1749.54 4.06253
1296.71 1748.72 1.24931
1301.2 1747.12 4.21453
1296.4 1747.77 0.655788
1296.66 1748.16 0.743862
1298.89 1750.02 3.14681
1301.23 1745.51 4.67489
1300.84 1748.57 3.98576
1301.15 1745.03 4.82704
1301.12 1747.85 4.13844
1296.99 1749.18 1.67811
1296.61 1747.14 0.532381
1301.2 1745.88 4.50516
1296.68 1746.74 0.826999
1301.22 1744.97 4.92037
1296.51 1746.88 0.794056
1301.08 1745.55 4.51822
1296.67 1747.46 0.331509
1296.73 1749.01 1.53366
1296.58 1748.24 0.853847
1299.72 1750.05 3.73067
1296.78 1744.92 2.59359
1299.58 1750 3.5876
1301.08 1747.92 4.10211
1301.14 1745.1 4.78019
1301.07 1745.65 4.47345
1297.83 1749.9 2.54045
1296.65 1748.26 0.837707
1299.35 1750 3.43252
1296.69 1745.61 1.91581
1299.61 1750.01 3.62252
1300.51 1749.42 4.00028
1299.83 1749.86 3.68176
1296.61 1748.36 0.943057
1301.29 1745.96 4.5585
1296.66 1745.86 1.67553
1296.99 1748.89 1.39362
1296.47 1745.96 1.63225
1301.1 1745.3 4.65202
1301.05 1748.22 4.11791
1296.6 1746.79 0.816264
1296.41 1746.74 0.960662
1296.68 1745.17 2.35334
1301.26 1746.97 4.29581
1301 1745.07 4.6839
1296.75 1748.61 1.14128
1298.95 1750 3.16975
1297.27 1749.49 2.00871
1301.3 1745.36 4.79945
1301.19 1747.91 4.21387
1296.57 1748.3 0.907161
1296.58 1748.37 0.966781
1298.76 1749.93 3.00314
1296.49 1748.18 0.847368
1296.59 1746.32 1.2513
1301.09 1745.82 4.41921
1297.31 1749.49 2.01267
1301.29 1745.19 4.8784
1296.85 1745.07 2.43468
1301.29 1746.03 4.53334
1296.46 1747.19 0.622725
1297.06 1749.43 1.92609
1301.2 1745.08 4.8454
1297.64 1749.6 2.19693
1298 1749.94 2.64124
1297.1 1749.37 1.87654
1296.6 1747.14 0.540685
1300.99 1748.71 4.16855
1296.59 1747.86 0.544783
1300.64 1749.38 4.09817
1301.17 1748.14 4.21597
1298.39 1750.1 2.95155
